policy_id,portfolio,precedence,candidate_id,policy_variant,evidence_type,source,production_ready,activation_stage,metrics_valid,invalid_reason,target_pass,cagr,cagr_target,cagr_gap_pp,max_dd,max_dd_target,max_dd_gap_pp,sharpe,avg_turnover_monthly,delta_cagr_pp,delta_max_dd_pp,delta_sharpe,fusion_score,priority_count,diagnostic_action,autolearning_status,macro_latest_risk_state,macro_latest_style_state,dependencies,conflict_scope,notes
position_hard_stop_distribution,main,100,,,diagnostic,outputs/historical_trade_journey/historical_decision_priorities.csv,False,shadow_watch,True,,False,0.18393144418245622,0.3,11.6069,-0.33750149873957536,-0.15,18.7501,0.9064139751532126,,0.0,0.0,0.0,-32.8034,180,tighten_entry_or_fast_exit,,,,Requires trade-level reason attribution before production activation.,Overrides long-hold and shakeout rules when hard exits trigger.,Historical journey found quick-loss patterns; entry gates or fast exits should be tightened.
position_hard_stop_distribution,concentrated,100,concentrated_broker_position_risk_replay,,production,sidecar:outputs/broker_position_risk_replay/concentrated/metrics.json,True,reject_current_form,True,,False,0.16685945181306616,0.5,33.3141,-0.5023637188517456,-0.18,32.2364,0.7483109384630223,,-10.3881,-11.0607,-0.2164,-107.3104,,,,,,"Requires account-ledger target pass, stress review, liquidity review, and human approval before production activation.",Overrides 50% conviction sizing when a position breaks.,Concentrated hard-stop evidence near the 50% CAGR / -18% MaxDD goal.
macro_crisis_cash_ladder,main,95,,fast_reentry,monthly_proxy,outputs/crisis_reentry_replay/metrics.json#best_by_cagr,False,candidate_for_combination,True,,False,0.29400104781939596,0.3,0.5999,-0.14036581787254665,-0.15,0.0,1.8569300978444658,0.5019254308382696,11.007,19.7136,0.9505,33.8096,,,,,,Requires macro_policy_engine risk states and production-compatible cash accounting.,Overrides idle cash redeploy and new risk-on adds in red/crisis regimes.,Crisis cash ladder plus staged bargain re-entry.
stale_leader_trim,main,90,,,diagnostic,outputs/historical_trade_journey/historical_decision_priorities.csv,False,shadow_watch,True,,False,0.18393144418245622,0.3,11.6069,-0.33750149873957536,-0.15,18.7501,0.9064139751532126,,0.0,0.0,0.0,-32.8034,3,review_trim_or_exit,,,,Requires relative-strength underperformance and no shakeout veto.,Can be delayed by shakeout_hold_veto; yields to hard exits.,Historical journey found stale leaders that should be reviewed for half-trim or exit.
shakeout_hold_veto,main,86,,,diagnostic,outputs/shakeout_breakdown_study/pattern_summary.json,False,shadow_watch,True,,False,0.18393144418245622,0.3,11.6069,-0.33750149873957536,-0.15,18.7501,0.9064139751532126,,0.0,0.0,0.0,-32.8034,1327,shakeout_veto_candidate,,,,"Needs shakeout/distribution classifier with volume, RS recovery, sector context, and fundamental deterioration flags.",Cannot override hard stops or confirmed distribution.,Protects valid shake-outs from soft stale trims; not yet hard-wired to production exits.
monster_early_staged_sizing,main,80,monster_lifecycle_review_main,,historical_replay,sidecar:outputs/monster_lifecycle_review_main/metrics.json,False,conditional_defense_only,True,,False,0.1299211992478415,0.3,17.0079,-0.25053385154201513,-0.15,10.0534,0.8038254174848921,0.24834567806592794,-5.401,8.6968,-0.1026,-30.8475,,,,,,"Requires hard-stop/distribution, macro-crisis, liquidity, and minimum market-cap gates.",Conflicts with macro crisis defense and hard exits.,"Staged monster entry, long-hold winners, stale-leader exits for main."
monster_early_staged_sizing,concentrated,80,monster_lifecycle_review_concentrated,,historical_replay,sidecar:outputs/monster_lifecycle_review_concentrated/metrics.json,False,conditional_defense_only,True,,False,0.1418041270565651,0.5,35.8196,-0.2671078760338872,-0.18,8.7108,0.8867897095323876,0.27246850713725873,-12.8937,12.4648,-0.0779,-62.8991,,,,,,Requires weekly/intramonth validation before production activation.,Conflicts with hard stops and macro crisis defense.,Concentrated staged monster sizing up to the 50% policy cap.
long_winner_hold_template,main,76,lifecycle_review_overlay_main,,historical_replay,sidecar:outputs/lifecycle_review_overlay_main/metrics.json,False,candidate_for_combination,True,,False,0.20319143148349061,0.3,9.6809,-0.2623334829977997,-0.15,11.2333,1.0175393609126373,0.3020311055100602,1.926,7.5168,0.1111,-9.1006,,,,,,Requires stale-leader and hard-stop vetoes to avoid holding broken former leaders.,Conflicts with stale-leader trim and hard stops.,Monthly lifecycle overlay to reduce unnecessary churn in long winners.
idle_cash_redeploy,main,70,,cash0.00_cap0.18,monthly_proxy,outputs/main_cash_drag_replay/summary.json#best_by_cagr,False,confirm_with_production_compatible_replay,True,,True,0.33228308676118945,0.3,0.0,-0.1499722895684641,-0.15,0.0,1.7954551092671176,0.4846756739306098,14.8352,18.7529,0.889,79.4769,,,,,,Blocked by macro crisis cash ladder; allowed in green/recovery regimes only.,Conflicts with crisis cash floors and confirmed monster stage funding.,Redeploy normal-market idle cash while respecting single-name caps.
style_macro_router,main,64,main_v2_historical_replay,,historical_replay,sidecar:outputs/main_v2_backtest/metrics.json,False,candidate_for_combination,True,,False,0.1962459950440263,0.3,10.3754,-0.26524543801206557,-0.15,11.5245,0.9517179467207784,0.4625083234065975,1.2315,7.2256,0.0453,-12.122,,,,,,Requires style-regime monthly attribution and no regression versus production.,Determines opportunity style before monster/stale rules act.,Main v2 sleeve router for core/future/early style allocation.
style_macro_router,concentrated,64,concentrated_policy_replay,,historical_replay,sidecar:outputs/concentrated_policy_replay/metrics.json,False,reject_current_form,True,,False,0.13824826491738706,0.5,36.1752,-0.4778945433289207,-0.18,29.7895,0.6073375036075985,0.8475101905067337,-13.2493,-8.6138,-0.3573,-107.5102,,,,,,Requires finite monthly strategy and non-empty concentrated books.,Determines concentrated opportunity set before risk gates.,"Concentrated policy replay for capacity, target N, and entry quality."
governance_catalyst_watch,main,58,,,diagnostic,outputs/governance_catalyst/summary.json,False,shadow_watch,True,,False,0.18393144418245622,0.3,11.6069,-0.33750149873957536,-0.15,18.7501,0.9064139751532126,,0.0,0.0,0.0,-32.8034,,watchlist_elevation_only,,,,Can add to scout watchlists; needs data coverage and replay to affect buys.,"Does not override score, hard exits, or macro defense.",Tracks insider/ownership/governance catalysts such as large buyers or government involvement.
auto_learning_policy_candidate,main,50,,,proposal,outputs/autolearning_winner_challenger/summary.json,False,shadow_watch,True,,False,0.18393144418245622,0.3,11.6069,-0.33750149873957536,-0.15,18.7501,0.9064139751532126,,0.0,0.0,0.0,-32.8034,,proposal_only,,,,Must generate executable challenger configs and pass replay gates before activation.,Never overrides production policies directly.,"AutoLearning proposes policy changes from anomalies, winner-onset, shakeout, cash, and replay evidence."
account_aware_execution,main,0,main_broker_execution_policy_replay,,production,sidecar:outputs/broker_execution_policy_replay/main/metrics.json,True,candidate_for_combination,True,,False,0.19069643978037032,0.3,10.9304,-0.3304875025852778,-0.15,18.0488,0.9050551918577393,,0.6765,0.7014,-0.0014,-22.6925,,,,,,"Requires account-ledger target pass, turnover review, and stress-window validation before production activation.",Changes execution behavior after alpha selection; must yield to hard exits and crisis cash rules.,"Broker-ledger execution challenger that reduces monthly churn, stages new entries, and defers small trims."
account_aware_execution,concentrated,0,concentrated_broker_execution_policy_replay,,production,sidecar:outputs/broker_execution_policy_replay/concentrated/metrics.json,True,shadow_watch,True,,False,0.23362020346060608,0.5,26.638,-0.39162730520443245,-0.18,21.1627,0.9052287044018855,,-3.7121,0.0129,-0.0594,-56.5119,,,,,,"Requires account-ledger target pass, liquidity/cap review, and stress-window validation before production activation.",Changes execution behavior after alpha selection; must yield to hard exits and crisis cash rules.,Concentrated broker-ledger execution challenger for holding winners longer while reducing forced monthly churn.
