priority,source,book,ticker,action,journey_tag,entry_date,exit_date,status,months_held,total_return,recent_3m_return,max_weight,reason
100,holding_history,lifecycle_review_overlay_main,CEG,review_trim_or_exit,open_stale_watch,2025-06-30,2026-02-27,open,9,-0.11538130819687786,-0.24497495737357777,0.0782526036776421,historical_open_stale_watch
100,holding_history,lifecycle_review_overlay_main,NVDA,review_trim_or_exit,open_stale_watch,2025-06-30,2026-02-27,open,9,0.19887681947948854,-0.09778232561878275,0.2130228471382116,historical_open_stale_watch
100,holding_history,production_main,APH,review_trim_or_exit,open_stale_watch,2025-07-31,2026-02-27,open,8,0.24049537620738715,-0.05061258990904649,0.0536529637815133,historical_open_stale_watch
100,holding_history,lifecycle_review_overlay_main,GOOGL,review_trim_or_exit,open_stale_watch,2025-08-29,2026-02-27,open,7,0.36377673280436484,-0.10436742464295223,0.264705216602714,historical_open_stale_watch
100,holding_history,lifecycle_review_overlay_main,GOOG,review_trim_or_exit,open_stale_watch,2025-07-31,2026-02-27,open,8,0.6166292031833223,-0.06620390960336775,0.2536919061849303,historical_open_stale_watch
85,holding_history,production_main,DAR,study_premature_exit_or_fast_capture,short_big_win_review,2020-11-30,2020-11-30,closed,1,0.20339331838437746,0.20339331838437746,0.0256451452025677,historical_short_big_win_review
85,holding_history,main_v2_research,LRCX,study_premature_exit_or_fast_capture,short_big_win_review,2019-08-30,2019-10-31,closed,3,0.20385601661711705,0.20385601661711705,0.15,historical_short_big_win_review
85,holding_history,main_v2_research,LAD,study_premature_exit_or_fast_capture,short_big_win_review,2019-09-30,2019-09-30,closed,1,0.2059911354452546,0.2059911354452546,0.0068602883277491,historical_short_big_win_review
85,holding_history,production_main,CSGP,study_premature_exit_or_fast_capture,short_big_win_review,2020-06-30,2020-06-30,closed,1,0.2060132004315265,0.2060132004315265,0.0239204371453136,historical_short_big_win_review
85,holding_history,concentrated_grid_presence,BKNG,study_premature_exit_or_fast_capture,short_big_win_review,2024-08-30,2024-09-30,closed,2,0.20738258563461787,0.20738258563461787,1.0,historical_short_big_win_review
85,holding_history,production_main,FTNT,study_premature_exit_or_fast_capture,short_big_win_review,2023-04-28,2023-05-31,closed,2,0.2086678005441116,0.2086678005441116,0.0224374896644729,historical_short_big_win_review
85,holding_history,production_main,LPX,study_premature_exit_or_fast_capture,short_big_win_review,2021-03-31,2021-04-30,closed,2,0.20983916999661667,0.20983916999661667,0.0382596738839642,historical_short_big_win_review
85,holding_history,concentrated_grid_presence,CBRE,study_premature_exit_or_fast_capture,short_big_win_review,2020-10-30,2020-12-31,closed,3,0.21153851624143338,0.21153851624143338,0.2777571516059366,historical_short_big_win_review
85,holding_history,concentrated_grid_presence,ALSN,study_premature_exit_or_fast_capture,short_big_win_review,2024-07-31,2024-09-30,closed,3,0.2139455618638606,0.2139455618638606,0.281909830769704,historical_short_big_win_review
85,holding_history,production_main,MKTX,study_premature_exit_or_fast_capture,short_big_win_review,2019-04-30,2019-06-28,closed,3,0.21717764931421923,0.21717764931421923,0.04,historical_short_big_win_review
85,holding_history,concentrated_grid_presence,MELI,study_premature_exit_or_fast_capture,short_big_win_review,2020-06-30,2020-07-31,closed,2,0.218274111675127,0.218274111675127,0.5106281139358497,historical_short_big_win_review
85,holding_history,monster_lifecycle_main,NEM,study_premature_exit_or_fast_capture,short_big_win_review,2025-08-29,2025-10-31,closed,3,0.21934048086201074,0.21934048086201074,0.0427807486631016,historical_short_big_win_review
85,holding_history,main_v2_research,TSCO,study_premature_exit_or_fast_capture,short_big_win_review,2020-04-30,2020-04-30,closed,1,0.22120487935955024,0.22120487935955024,0.1176080603734321,historical_short_big_win_review
85,holding_history,concentrated_grid_presence,PANW,study_premature_exit_or_fast_capture,short_big_win_review,2020-11-30,2021-01-29,closed,3,0.22667108783574208,0.22667108783574208,0.1930023950625836,historical_short_big_win_review
85,holding_history,production_main,TSCO,study_premature_exit_or_fast_capture,short_big_win_review,2020-04-30,2020-04-30,closed,1,0.22885736527538025,0.22885736527538025,0.0278004188621784,historical_short_big_win_review
85,holding_history,main_v2_research,CIEN,study_premature_exit_or_fast_capture,short_big_win_review,2025-11-28,2025-11-28,closed,1,0.22926626087970292,0.22926626087970292,0.0575052824476361,historical_short_big_win_review
85,holding_history,production_main,CBRE,study_premature_exit_or_fast_capture,short_big_win_review,2020-10-30,2020-11-30,closed,2,0.23116175050292487,0.23116175050292487,0.0288,historical_short_big_win_review
85,holding_history,main_v2_research,THC,study_premature_exit_or_fast_capture,short_big_win_review,2025-04-30,2025-05-30,closed,2,0.23237477189302402,0.23237477189302402,0.1252465043695533,historical_short_big_win_review
85,holding_history,main_v2_research,COHR,study_premature_exit_or_fast_capture,short_big_win_review,2025-12-31,2025-12-31,closed,1,0.23409571546189323,0.23409571546189323,0.0371864310331635,historical_short_big_win_review
85,holding_history,production_main,VIRT,study_premature_exit_or_fast_capture,short_big_win_review,2022-01-31,2022-02-28,closed,2,0.23461802363181716,0.23461802363181716,0.0311868595964992,historical_short_big_win_review
85,holding_history,main_v2_research,DKS,study_premature_exit_or_fast_capture,short_big_win_review,2024-02-29,2024-02-29,closed,1,0.24154981673975828,0.24154981673975828,0.0605710227736818,historical_short_big_win_review
85,holding_history,main_v2_research,SBUX,study_premature_exit_or_fast_capture,short_big_win_review,2019-04-30,2019-06-28,closed,3,0.24336059789022402,0.24336059789022402,0.1152404174226656,historical_short_big_win_review
85,holding_history,concentrated_grid_presence,XPO,study_premature_exit_or_fast_capture,short_big_win_review,2020-10-30,2020-12-31,closed,3,0.24444447712531248,0.24444447712531248,0.2188635598592747,historical_short_big_win_review
85,holding_history,concentrated_grid_presence,LEA,study_premature_exit_or_fast_capture,short_big_win_review,2020-10-30,2020-12-31,closed,3,0.2447457806700506,0.2447457806700506,0.1165431968082587,historical_short_big_win_review
85,holding_history,production_main,LNG,study_premature_exit_or_fast_capture,short_big_win_review,2022-01-31,2022-02-28,closed,2,0.2476907427386803,0.2476907427386803,0.0476032523815542,historical_short_big_win_review
85,holding_history,lifecycle_review_overlay_main,MU,study_premature_exit_or_fast_capture,short_big_win_review,2025-12-31,2026-02-27,open,3,0.25149052239025926,0.25149052239025926,0.0587845169591657,historical_short_big_win_review
85,holding_history,concentrated_grid_presence,MSGS,study_premature_exit_or_fast_capture,short_big_win_review,2025-12-31,2026-02-27,open,3,0.25303021940912207,0.25303021940912207,0.2064531042368699,historical_short_big_win_review
85,holding_history,main_v2_research,MLI,study_premature_exit_or_fast_capture,short_big_win_review,2025-07-31,2025-09-30,closed,3,0.2546500446903812,0.2546500446903812,0.0494601653536483,historical_short_big_win_review
85,holding_history,concentrated_grid_presence,SSD,study_premature_exit_or_fast_capture,short_big_win_review,2023-04-28,2023-06-30,closed,3,0.2557064787811236,0.2557064787811236,0.0969428140478682,historical_short_big_win_review
85,holding_history,main_v2_research,SSD,study_premature_exit_or_fast_capture,short_big_win_review,2023-10-31,2023-10-31,closed,1,0.25745614810220085,0.25745614810220085,0.0526667016788966,historical_short_big_win_review
85,holding_history,concentrated_grid_presence,VEEV,study_premature_exit_or_fast_capture,short_big_win_review,2020-03-31,2020-03-31,closed,1,0.2598776657969881,0.2598776657969881,0.2776088925782712,historical_short_big_win_review
85,holding_history,production_main,VST,study_premature_exit_or_fast_capture,short_big_win_review,2024-09-30,2024-11-29,closed,3,0.25993225563416034,0.25993225563416034,0.0498455813320535,historical_short_big_win_review
85,holding_history,concentrated_grid_presence,WING,study_premature_exit_or_fast_capture,short_big_win_review,2022-09-30,2022-09-30,closed,1,0.26020804095716943,0.26020804095716943,0.0635934219979898,historical_short_big_win_review
85,holding_history,main_v2_research,RVMD,study_premature_exit_or_fast_capture,short_big_win_review,2025-11-28,2025-12-31,closed,2,0.2615592308716621,0.2615592308716621,0.1342809531510585,historical_short_big_win_review
85,holding_history,production_main,RVMD,study_premature_exit_or_fast_capture,short_big_win_review,2025-12-31,2026-01-30,closed,2,0.2641673787846581,0.2641673787846581,0.035707822675727,historical_short_big_win_review
85,holding_history,production_main,XYZ,study_premature_exit_or_fast_capture,short_big_win_review,2020-07-31,2020-07-31,closed,1,0.2652387878762321,0.2652387878762321,0.0386653531012086,historical_short_big_win_review
85,holding_history,production_main,ALGN,study_premature_exit_or_fast_capture,short_big_win_review,2020-10-30,2020-11-30,closed,2,0.2719508854158539,0.2719508854158539,0.0276911288328548,historical_short_big_win_review
85,holding_history,production_main,GOOG,study_premature_exit_or_fast_capture,short_big_win_review,2025-07-31,2025-08-29,closed,2,0.2719758603646507,0.2719758603646507,0.069959142659956,historical_short_big_win_review
85,holding_history,production_main,MSGS,study_premature_exit_or_fast_capture,short_big_win_review,2025-12-31,2026-01-30,closed,2,0.2751422560127237,0.2751422560127237,0.035707822675727,historical_short_big_win_review
