book,ticker,name,sector,first_sleeve,last_sleeve,entry_date,exit_date,status,months_held,total_return,recent_3m_return,weighted_contribution,avg_weight,max_weight,entry_score,exit_score,entry_regime,exit_regime,journey_tag
concentrated_grid_presence,FAST,FASTENAL,Industrials,early_scout,early_scout,2019-04-30,2019-04-30,closed,1,-0.08000000000000007,-0.08000000000000007,-0.0044444444444444,0.1216862489344049,0.1216862489344049,1.5330835476258398,1.5330835476258398,,,normal
concentrated_grid_presence,FDS,FACTSET RESEARCH SYSTEMS INC,Financials,early_scout,early_scout,2019-04-30,2019-07-31,closed,4,-0.014255013220247581,-0.02658978402246759,0.0244368023998243,0.4111206945565524,0.5135729808374766,1.5859202287078693,2.1132622722624226,,,normal
concentrated_grid_presence,GDDY,GODADDY INC CLASS A,Information Technology,early_scout,early_scout,2019-04-30,2019-04-30,closed,1,-0.07999999999999996,-0.07999999999999996,-0.0016806595844303,0.0868461097031167,0.0868461097031167,1.0863013596910642,1.0863013596910642,,,normal
concentrated_grid_presence,GPK,GRAPHIC PACKAGING HOLDING,Materials,early_scout,early_scout,2019-04-30,2019-09-30,closed,6,0.14421236106584856,0.07120221223740586,0.0322821752884116,0.13834548906138236,0.1812200930889079,1.7814014109249292,1.3060574947115209,,,normal
concentrated_grid_presence,JD,JD.com,Internet,early_scout,early_scout,2019-04-30,2019-04-30,closed,1,-0.07999999999999996,-0.07999999999999996,-0.0012100749007898,0.0805598598952397,0.0805598598952397,1.3361008968190229,1.3361008968190229,,,normal
concentrated_grid_presence,MKTX,MARKETAXESS HOLDINGS INC,Financials,early_scout,early_scout,2019-04-30,2019-08-30,closed,5,0.3184395580669761,0.14008052229745682,0.0803385530398232,0.2420707646325404,0.3459379499172088,1.6864030820510436,1.599859825265388,,,normal
concentrated_grid_presence,NOW,SERVICENOW INC,Information Technology,future_winner,future_winner,2019-04-30,2019-06-28,closed,3,0.015448853611271796,0.015448853611271796,0.0731215288523381,0.8333333333333334,1.0,5.810560186356716,5.810560186356716,,,normal
concentrated_grid_presence,TSCO,TRACTOR SUPPLY,Consumer Discretionary,early_scout,early_scout,2019-04-30,2019-08-30,closed,5,-0.09956826512137817,-0.1543280716703881,0.006206112658005699,0.1975987149886267,0.25,1.1887688893121964,1.6217714437048525,,,normal
concentrated_grid_presence,VICI,VICI PPTYS INC,Real Estate,early_scout,early_scout,2019-04-30,2019-06-28,closed,3,-0.05123271089813752,-0.05123271089813752,0.0003045804787069001,0.23290509421194247,0.2407092342925293,1.49059196267195,1.49059196267195,,,normal
concentrated_grid_presence,WRB,WR BERKLEY CORP,Financials,early_scout,early_scout,2019-04-30,2019-09-30,closed,6,0.1620784463067717,0.017751300805359804,0.042844567398820504,0.32195523870552994,0.5206314191281558,1.4638865014832827,2.3366427741957416,,,normal
concentrated_grid_presence,CBOE,CBOE GLOBAL MARKETS INC,Financials,early_scout,early_scout,2019-05-31,2019-05-31,closed,1,-0.03297951919743258,-0.03297951919743258,-0.0018321955109684,0.1044912537562318,0.1044912537562318,1.9630495057034785,1.9630495057034785,,,normal
concentrated_grid_presence,CMS,CMS ENERGY CORP,Utilities,early_scout,early_scout,2019-05-31,2019-07-31,closed,3,0.13007583742989737,0.13007583742989737,0.011162821599492001,0.08964883504847813,0.1000062888681488,2.254252569524845,2.571244619439181,,,normal
concentrated_grid_presence,ELS,EQUITY LIFESTYLE PROPERTIES REIT I,Real Estate,early_scout,early_scout,2019-05-31,2019-07-31,closed,3,0.11207773274615307,0.11207773274615307,0.0071189059421906,0.06748135524099834,0.0749984100262305,2.3614068071670085,2.7974850038793813,,,normal
concentrated_grid_presence,MA,MASTERCARD INC CLASS A,Financials,early_scout,early_scout,2019-05-31,2019-07-31,closed,3,0.11330437939412263,0.11330437939412263,0.0661552675754597,0.6666666666666666,1.0,5.2936732593272815,5.415109306594565,,,normal
concentrated_grid_presence,ORLY,OREILLY AUTOMOTIVE INC,Consumer Discretionary,early_scout,early_scout,2019-05-31,2019-05-31,closed,1,0.0040646871962970454,0.0040646871962970454,0.0005321994657043,0.1309324531022108,0.1309324531022108,3.2080545255620385,3.2080545255620385,,,normal
concentrated_grid_presence,PEG,PUBLIC SERVICE ENTERPRISE GROUP IN,Utilities,early_scout,early_scout,2019-05-31,2019-05-31,closed,1,0.005619625601286149,0.005619625601286149,0.002809812800643,0.5,0.5,3.0792043890191096,3.0792043890191096,,,normal
concentrated_grid_presence,AVGO,BROADCOM INC,Information Technology,early_scout,early_scout,2019-06-28,2019-07-31,closed,2,-0.07186417380881849,-0.07186417380881849,-0.0039786002937036,0.1039060464779773,0.1061000292945637,3.223474368243336,3.223474368243336,,,normal
concentrated_grid_presence,CASY,CASEYS GENERAL STORES INC,Consumer Staples,early_scout,early_scout,2019-06-28,2019-07-31,closed,2,0.07031983974214517,0.07031983974214517,0.004777933217999001,0.0690136138102856,0.069960034572212,1.7753418124837852,1.7753418124837852,,,normal
concentrated_grid_presence,CP,Canadian Pacific Kansas City,Industrials,early_scout,early_scout,2019-06-28,2019-07-31,closed,2,0.004162314171192616,0.004162314171192616,0.0002830514270355469,0.0680364201706411,0.0680672656972348,1.2634722705650234,1.2634722705650234,,,normal
concentrated_grid_presence,VEEV,VEEVA SYSTEMS INC CLASS A,Health Care,early_scout,early_scout,2019-06-28,2019-07-31,closed,2,-0.03586524946582248,-0.03586524946582248,-0.0019763721607237313,0.49796191951089697,0.5,3.466970129098522,3.466970129098522,,,normal
concentrated_grid_presence,CBOE,CBOE GLOBAL MARKETS INC,Financials,early_scout,early_scout,2019-07-31,2019-09-30,closed,3,0.09824586307435657,0.09824586307435657,0.0184095568083481,0.17504873246251226,0.1807368640145122,1.95914392891523,1.95914392891523,,,normal
concentrated_grid_presence,CBRE,CBRE GROUP INC CLASS A,Real Estate,early_scout,early_scout,2019-07-31,2019-12-31,closed,6,0.14785046443760952,0.14017822412741476,0.0167337687552068,0.10339513277487622,0.1093351113758125,1.564136810821614,2.2279876917545898,,,normal
concentrated_grid_presence,CTAS,CINTAS CORP,Industrials,early_scout,early_scout,2019-07-31,2019-12-31,closed,6,0.08451745809555233,0.045164318352005184,0.0071015578063954,0.06625176274947482,0.0800290895734371,2.159267953624598,1.7031871626269337,,,normal
concentrated_grid_presence,ORLY,OREILLY AUTOMOTIVE INC,Consumer Discretionary,early_scout,early_scout,2019-07-31,2019-12-31,closed,6,0.07083965155706595,-0.06870962854785179,0.0189793037571684,0.19061018105357275,0.2531408278259424,2.8350226142293966,3.403315161300596,,,normal
concentrated_grid_presence,TER,TERADYNE INC,Information Technology,early_scout,early_scout,2019-07-31,2019-09-30,closed,3,0.09245869027970288,0.09245869027970288,0.0105867666776456,0.07598925561111387,0.0797520455476987,1.393364161482486,1.393364161482486,,,normal
concentrated_grid_presence,V,VISA INC CLASS A,Financials,early_scout,future_winner,2019-07-31,2020-01-31,closed,7,0.044545410686696485,0.012754239819064983,0.13152276792556672,0.7245244868746574,1.0,5.9959653617407564,6.139387169189055,,,normal
concentrated_grid_presence,AEP,AMERICAN ELECTRIC POWER INC,Utilities,early_scout,early_scout,2019-08-30,2019-09-30,closed,2,0.038368445645422966,0.038368445645422966,0.0132023027193092,0.375,0.5,3.715939829836741,3.910105200375539,,,normal
concentrated_grid_presence,BKNG,BOOKING HOLDINGS INC,Consumer Discretionary,early_scout,early_scout,2019-08-30,2019-12-31,closed,5,-0.02741150853478569,-0.059641644916132774,0.052405832804054905,0.4968403963211438,0.5132036940870501,4.389723471872816,4.833597472700764,,,normal
concentrated_grid_presence,DUK,DUKE ENERGY CORP,Utilities,early_scout,early_scout,2019-08-30,2019-12-31,closed,5,0.06684734341694787,0.04648317862524021,0.0095326515103305,0.10571248250601502,0.1891042858886304,3.23285285927176,3.954928311437132,,,normal
concentrated_grid_presence,JD,JD.com,Internet,early_scout,early_scout,2019-08-30,2019-09-30,closed,2,0.05116277983034201,0.05116277983034201,0.0067669771101704,0.07322085924723609,0.0755666145438265,1.9005680467080317,1.9005680467080317,,,normal
concentrated_grid_presence,JKHY,JACK HENRY AND ASSOCIATES INC,Financials,early_scout,early_scout,2019-08-30,2019-09-30,closed,2,-0.014311891263461884,-0.014311891263461884,-8.979986584960013e-05,0.10023937455473025,0.1008237415293196,2.440708563300226,2.440708563300226,,,normal
concentrated_grid_presence,LRCX,LAM RESEARCH CORP,Information Technology,early_scout,early_scout,2019-08-30,2020-02-28,closed,7,0.3055053984129905,-0.07732505450621385,0.08656483404643951,0.365729120230175,1.0,2.356086002893854,4.58418650252783,,,normal
concentrated_grid_presence,TTWO,TAKE TWO INTERACTIVE SOFTWARE INC,Communication,early_scout,early_scout,2019-08-30,2019-09-30,closed,2,-0.07391575624854718,-0.07391575624854718,-0.0015530906696329,0.07171353730305366,0.0733117922357908,2.119927354118424,2.119927354118424,,,normal
concentrated_grid_presence,LKQ,LKQ CORP,Consumer Discretionary,early_scout,early_scout,2019-09-30,2019-09-30,closed,1,0.09358209329634382,0.09358209329634382,0.0066566060326199,0.071131193993926,0.071131193993926,1.115778044901481,1.115778044901481,,,normal
concentrated_grid_presence,MLM,MARTIN MARIETTA MATERIALS INC,Materials,early_scout,early_scout,2019-09-30,2019-09-30,closed,1,-0.03928418939581213,-0.03928418939581213,-0.000825291867808,0.0705616355773915,0.0705616355773915,1.3640195165429083,1.3640195165429083,,,normal
concentrated_grid_presence,VICI,VICI PPTYS INC,Real Estate,early_scout,early_scout,2019-09-30,2019-09-30,closed,1,0.051259064429626244,0.051259064429626244,0.0050826793954254,0.0991566945667435,0.0991566945667435,2.717356521894585,2.717356521894585,,,normal
