policy_id,portfolio,precedence,candidate_id,policy_variant,evidence_type,source,production_ready,activation_stage,metrics_valid,invalid_reason,target_pass,cagr,cagr_target,cagr_gap_pp,max_dd,max_dd_target,max_dd_gap_pp,sharpe,avg_turnover_monthly,delta_cagr_pp,delta_max_dd_pp,delta_sharpe,fusion_score,priority_count,diagnostic_action,autolearning_status,macro_latest_risk_state,macro_latest_style_state,dependencies,conflict_scope,notes
position_hard_stop_distribution,main,100,,,diagnostic,outputs/historical_trade_journey/historical_decision_priorities.csv,False,shadow_watch,True,,False,0.21450845224050852,0.3,8.5492,-0.3244829545050305,-0.15,17.4483,1.0441382304338422,,0.0,0.0,0.0,-27.9625,136,tighten_entry_or_fast_exit,,,,Requires trade-level reason attribution before production activation.,Overrides long-hold and shakeout rules when hard exits trigger.,Historical journey found quick-loss patterns; entry gates or fast exits should be tightened.
position_hard_stop_distribution,concentrated,100,concentrated_broker_position_risk_replay,,production,sidecar:outputs/broker_position_risk_replay/concentrated/metrics.json,True,reject_current_form,True,,False,0.1962798361496123,0.5,30.372,-0.45675108317658775,-0.18,27.6751,0.7727657103367034,,-16.9844,-3.0995,-0.3273,-105.4635,,,,,,"Requires account-ledger target pass, stress review, liquidity review, and human approval before production activation.",Overrides 50% conviction sizing when a position breaks.,Concentrated hard-stop evidence near the 50% CAGR / -18% MaxDD goal.
macro_crisis_cash_ladder,main,95,,fast_reentry,monthly_proxy,outputs/crisis_reentry_replay/metrics.json#best_by_cagr,False,candidate_for_combination,True,,False,0.30316002028480193,0.3,0.0,-0.16084200054454145,-0.15,1.0842,1.92632493316504,0.5278954919706829,8.8652,16.3641,0.8822,27.1571,,,,,,Requires macro_policy_engine risk states and production-compatible cash accounting.,Overrides idle cash redeploy and new risk-on adds in red/crisis regimes.,Crisis cash ladder plus staged bargain re-entry.
stale_leader_trim,main,90,,,diagnostic,outputs/historical_trade_journey/historical_decision_priorities.csv,False,shadow_watch,True,,False,0.21450845224050852,0.3,8.5492,-0.3244829545050305,-0.15,17.4483,1.0441382304338422,,0.0,0.0,0.0,-27.9625,1,review_trim_or_exit,,,,Requires relative-strength underperformance and no shakeout veto.,Can be delayed by shakeout_hold_veto; yields to hard exits.,Historical journey found stale leaders that should be reviewed for half-trim or exit.
shakeout_hold_veto,main,86,,,diagnostic,outputs/shakeout_breakdown_study/pattern_summary.json,False,shadow_watch,True,,False,0.21450845224050852,0.3,8.5492,-0.3244829545050305,-0.15,17.4483,1.0441382304338422,,0.0,0.0,0.0,-27.9625,1353,shakeout_veto_candidate,,,,"Needs shakeout/distribution classifier with volume, RS recovery, sector context, and fundamental deterioration flags.",Cannot override hard stops or confirmed distribution.,Protects valid shake-outs from soft stale trims; not yet hard-wired to production exits.
monster_early_staged_sizing,main,80,monster_lifecycle_review_main,,historical_replay,sidecar:outputs/monster_lifecycle_review_main/metrics.json,False,conditional_defense_only,True,,False,0.18169149681939878,0.3,11.8309,-0.22175991089317149,-0.15,7.176,1.0660258646489218,0.2237192041228803,-3.2817,10.2723,0.0219,-15.6438,,,,,,"Requires hard-stop/distribution, macro-crisis, liquidity, and minimum market-cap gates.",Conflicts with macro crisis defense and hard exits.,"Staged monster entry, long-hold winners, stale-leader exits for main."
monster_early_staged_sizing,concentrated,80,monster_lifecycle_review_concentrated,,historical_replay,sidecar:outputs/monster_lifecycle_review_concentrated/metrics.json,False,conditional_defense_only,True,,False,0.19134573961378143,0.5,30.8654,-0.21454516011755598,-0.18,3.4545,1.1371834406348544,0.25192634237922096,-17.4778,21.1211,0.0371,-51.3288,,,,,,Requires weekly/intramonth validation before production activation.,Conflicts with hard stops and macro crisis defense.,Concentrated staged monster sizing up to the 50% policy cap.
long_winner_hold_template,main,76,lifecycle_review_overlay_main,,historical_replay,sidecar:outputs/lifecycle_review_overlay_main/metrics.json,False,conditional_defense_only,True,,False,0.1884089305427885,0.3,11.1591,-0.2114726509685041,-0.15,6.1473,1.068199046735622,0.3641981459110897,-2.61,11.301,0.0241,-11.4092,,,,,,Requires stale-leader and hard-stop vetoes to avoid holding broken former leaders.,Conflicts with stale-leader trim and hard stops.,Monthly lifecycle overlay to reduce unnecessary churn in long winners.
idle_cash_redeploy,main,70,,cash0.00_cap0.33,monthly_proxy,outputs/main_cash_drag_replay/summary.json#best_by_cagr,False,candidate_for_combination,True,,False,0.3498903622475831,0.3,0.0,-0.15930063404935813,-0.15,0.9301,1.912804569389479,0.5060665476860775,13.5382,16.5182,0.8687,34.6393,,,,,,Blocked by macro crisis cash ladder; allowed in green/recovery regimes only.,Conflicts with crisis cash floors and confirmed monster stage funding.,Redeploy normal-market idle cash while respecting single-name caps.
style_macro_router,main,64,main_v2_historical_replay,,historical_replay,sidecar:outputs/main_v2_backtest/metrics.json,False,candidate_for_combination,True,,False,0.21747537254339577,0.3,8.2525,-0.28673248263399254,-0.15,13.6732,1.0695692052139443,0.45761254186909417,0.2967,3.775,0.0254,-17.3061,,,,,,Requires style-regime monthly attribution and no regression versus production.,Determines opportunity style before monster/stale rules act.,Main v2 sleeve router for core/future/early style allocation.
