rebalance_date,ticker,leader_tier,leader_state,leader_state_reason,warning_streak,exit_streak,shakeout_guard_active,rs_qqq_1m,rs_qqq_3m,rs_qqq_6m,sector_leadership_score,price_structure_state
2026-04-30,A,LAGGING,EXIT_REPLACE,repeated_relative_break_or_crisis,0,3,False,-0.16210814479550995,-0.20986574948590841,-0.2600170848587864,-0.36042563876109046,broken_price_structure
2026-04-30,AAON,EMERGING_LEADER,WARNING,second_warning_trim_review,4,0,False,-0.003149061599332814,-0.04911580020873818,-0.14017667217293428,-0.08863105987573541,above_ma50_ma200
2026-04-30,AAPL,SECTOR_LEADER,WARNING,second_warning_trim_review,4,0,False,-0.09583521457332345,-0.028391396251754797,-0.0675913951228897,0.3474465253312135,above_ma50_ma200
2026-04-30,ABT,LAGGING,EXIT_REPLACE,repeated_relative_break_or_crisis,0,2,False,-0.2993292294835469,-0.23925454293102777,-0.3327895491885915,-0.12715127796911085,broken_price_structure
2026-04-30,ACI,EMERGING_LEADER,EXIT_REPLACE,repeated_relative_break_or_crisis,0,1,False,-0.21668602241954327,-0.052795147027675515,-0.11054372958304182,-0.323054710750482,broken_price_structure
2026-04-30,ACM,EMERGING_LEADER,EXIT_REPLACE,repeated_relative_break_or_crisis,0,2,False,-0.1816631534707045,-0.19978093908666017,-0.4358311339427313,-0.1420614780996446,broken_price_structure
2026-04-30,ADC,DUAL_LEADER,WARNING,second_warning_trim_review,5,0,False,-0.16029233528286824,0.0034921724444694213,0.015269443145732753,-0.15684641870961175,broken_price_structure
2026-04-30,ADI,DUAL_LEADER,HOLD,leader_intact,0,0,False,0.13108631579253704,0.2228759972252492,0.6693937069966218,1.5765273947429808,above_ma50_ma200
2026-04-30,ADM,DUAL_LEADER,WARNING,relative_weakness_no_add,1,0,False,-0.15718146082981566,0.04064502021510652,0.17858149370700915,-0.11928944403124399,above_ma50_ma200
2026-04-30,ADP,EMERGING_LEADER,EXIT_REPLACE,repeated_relative_break_or_crisis,0,1,False,-0.16457763900500177,-0.2093380792995978,-0.24695044508019726,-1.4583645377588568,broken_price_structure
2026-04-30,ADSK,LAGGING,EXIT_REPLACE,repeated_relative_break_or_crisis,0,1,False,-0.1904655637600423,-0.1378748217900635,-0.2813353968634308,-1.259169735906645,broken_price_structure
2026-04-30,AEE,DUAL_LEADER,SHAKEOUT_GUARD,6m_excess_and_leadership_intact,0,0,True,-0.15987024442458808,0.032766191040958015,0.05251955747164905,0.21828199950918575,above_ma50_ma200
2026-04-30,AES,LAGGING,WARNING,relative_weakness_no_add,1,0,False,-0.16539600311403513,-0.08876720374071934,-0.013180492693331658,0.24247736622934052,broken_price_structure
2026-04-30,AFG,LAGGING,WARNING,second_warning_trim_review,6,0,False,-0.14073925973628398,-0.03302723978232902,-0.011292453993184903,-0.13291180347662093,above_ma50_ma200
2026-04-30,AGCO,SECTOR_LEADER,WARNING,relative_weakness_no_add,1,0,False,-0.12176553154292513,-0.005781692618178402,0.07661193415622414,0.2776417092251292,broken_price_structure
2026-04-30,AGNC,EMERGING_LEADER,WARNING,second_warning_trim_review,11,0,False,-0.04978243192103737,-0.07511864554188963,0.12283259772903388,0.159037773576578,above_ma50_ma200
2026-04-30,AGO,LAGGING,EXIT_REPLACE,repeated_relative_break_or_crisis,0,1,False,-0.17753632468891922,-0.10563337209897672,-0.06454262114290388,-0.13112830608565246,broken_price_structure
2026-04-30,AIT,DUAL_LEADER,SHAKEOUT_GUARD,6m_excess_and_leadership_intact,0,0,True,-0.011034869474216169,0.10114459407645526,0.12982938532748878,0.23754690074807008,above_ma50_ma200
2026-04-30,AIZ,EMERGING_LEADER,WARNING,second_warning_trim_review,4,0,False,-0.10278057813445196,-0.07889522767098567,0.05175487444312887,-0.1303046545632778,above_ma50_ma200
