book,ticker,name,sector,first_sleeve,last_sleeve,entry_date,exit_date,status,months_held,total_return,recent_3m_return,weighted_contribution,avg_weight,max_weight,entry_score,exit_score,entry_regime,exit_regime,journey_tag
concentrated_grid_presence,APH,AMPHENOL CORP CLASS A,Information Technology,early_scout,early_scout,2019-04-30,2019-04-30,closed,1,-0.07999999999999996,-0.07999999999999996,-0.0016806595844303,0.0869043087081311,0.0869043087081311,1.349488488154088,1.349488488154088,,,normal
concentrated_grid_presence,FAST,FASTENAL,Industrials,early_scout,early_scout,2019-04-30,2019-04-30,closed,1,-0.07999999999999996,-0.07999999999999996,-0.0012100749007898,0.0860772284044366,0.0860772284044366,1.616988126819264,1.616988126819264,,,normal
concentrated_grid_presence,FDS,FACTSET RESEARCH SYSTEMS INC,Financials,early_scout,early_scout,2019-04-30,2019-07-31,closed,4,-0.014255013220247248,-0.026590013576553884,0.0144748319475976,0.26869245372629064,0.3320033335905058,1.6850494025295495,2.1657546677095967,,,normal
concentrated_grid_presence,GPK,GRAPHIC PACKAGING HOLDING,Materials,early_scout,early_scout,2019-04-30,2019-09-30,closed,6,0.1442126214426238,0.07120228589657307,0.0345071106569363,0.14176924399865257,0.2173793370003956,1.9106919665222215,1.4936707782542598,,,normal
concentrated_grid_presence,JD,JD.com,Internet,early_scout,early_scout,2019-04-30,2019-04-30,closed,1,-0.08000000000000007,-0.08000000000000007,-0.0044444444444444,0.1254485794777481,0.1254485794777481,1.4290988802252094,1.4290988802252094,,,normal
concentrated_grid_presence,MKTX,MARKETAXESS HOLDINGS INC,Financials,early_scout,early_scout,2019-04-30,2019-06-28,closed,3,0.2171774402157145,0.2171774402157145,0.0363843628008301,0.17922682780990562,0.1864111129819039,1.6111397606795634,1.6111397606795634,,,short_big_win_review
concentrated_grid_presence,NOW,SERVICENOW INC,Information Technology,future_winner,future_winner,2019-04-30,2019-09-30,closed,6,-0.08866601575496758,-0.10253088473729877,0.0693439251301797,0.4494154721196422,1.0,5.688115986319294,4.5068424295554514,,,normal
concentrated_grid_presence,TSCO,TRACTOR SUPPLY,Consumer Discretionary,early_scout,early_scout,2019-04-30,2019-08-30,closed,5,-0.09956826520325279,-0.15432807978972984,-0.0010457949018984006,0.1248074515669352,0.1666666666666666,1.262179932742388,1.4119969402035002,,,normal
concentrated_grid_presence,VICI,VICI PPTYS INC,Real Estate,early_scout,early_scout,2019-04-30,2019-06-28,closed,3,-0.05123313612524283,-0.05123313612524283,0.004926530131761699,0.4976596922287843,0.5035511403297085,1.5581285607350055,1.5581285607350055,,,normal
concentrated_grid_presence,WRB,WR BERKLEY CORP,Financials,early_scout,early_scout,2019-04-30,2019-09-30,closed,6,0.16207826899474131,0.017751228443892764,0.0213610984323486,0.11295809291934482,0.1273735498873822,1.5189676562652212,2.4756313025091745,,,normal
concentrated_grid_presence,AVGO,BROADCOM INC,Information Technology,early_scout,early_scout,2019-05-31,2019-09-30,closed,5,0.1820271113190406,0.022674802262761418,0.0354728369976435,0.22272677618686038,0.25,2.813807315658176,2.565473889708617,,,normal
concentrated_grid_presence,CMS,CMS ENERGY CORP,Utilities,early_scout,early_scout,2019-05-31,2019-07-31,closed,3,0.13007593050434108,0.13007593050434108,0.0114310576996851,0.08930706868412064,0.0916677610481118,2.2677750838112503,2.571910140176573,,,normal
concentrated_grid_presence,ELS,EQUITY LIFESTYLE PROPERTIES REIT I,Real Estate,early_scout,early_scout,2019-05-31,2019-07-31,closed,3,0.11207789059565543,0.11207789059565543,0.0073250675773453,0.06610920589229399,0.06713069760082,2.434717265708762,2.9613230822711385,,,normal
concentrated_grid_presence,MA,MASTERCARD INC CLASS A,Financials,early_scout,early_scout,2019-05-31,2019-07-31,closed,3,0.11330385550564581,0.11330385550564581,0.0661549792665161,0.6666666666666666,1.0,5.509218957675599,5.542166900731059,,,normal
concentrated_grid_presence,ORLY,OREILLY AUTOMOTIVE INC,Consumer Discretionary,early_scout,early_scout,2019-05-31,2019-05-31,closed,1,0.0040646871962970454,0.0040646871962970454,0.0006774478660495,0.1666666666666666,0.1666666666666666,3.3397433022846217,3.3397433022846217,,,normal
concentrated_grid_presence,PEG,PUBLIC SERVICE ENTERPRISE GROUP IN,Utilities,early_scout,early_scout,2019-05-31,2019-07-31,closed,3,0.03656476795254515,0.03656476795254515,0.0111314763106359,0.2764092767755944,0.5,3.1138836735522637,2.37365962501305,,,normal
concentrated_grid_presence,VEEV,VEEVA SYSTEMS INC CLASS A,Health Care,early_scout,early_scout,2019-06-28,2019-07-31,closed,2,-0.03586524946582248,-0.03586524946582248,-0.001984970817298331,0.4979619930354847,0.5,3.7296960948558575,3.7296960948558575,,,normal
concentrated_grid_presence,CBOE,CBOE GLOBAL MARKETS INC,Financials,early_scout,early_scout,2019-07-31,2019-09-30,closed,3,0.09824586290076498,0.09824586290076498,0.008349481205458802,0.08052301541029246,0.0830089515092384,1.9042362197041507,1.9042362197041507,,,normal
concentrated_grid_presence,CBRE,CBRE GROUP INC CLASS A,Real Estate,early_scout,early_scout,2019-07-31,2019-12-31,closed,6,0.14785046443760952,0.14017822412741476,0.017742077564499102,0.11517599457398414,0.1282804719103975,1.7352507282401126,2.560580462327435,,,normal
concentrated_grid_presence,ORLY,OREILLY AUTOMOTIVE INC,Consumer Discretionary,early_scout,early_scout,2019-07-31,2019-12-31,closed,6,0.07083965155706595,-0.06870962854785179,0.07420516873208131,0.3772919645829292,0.5206707447172599,3.0161917508411653,3.554091401275956,,,normal
