portfolio,candidate_id,source,valid_for_production,metrics_valid,invalid_reason,target_pass,cagr,cagr_target,cagr_gap_pp,max_dd,max_dd_target,max_dd_gap_pp,sharpe,avg_turnover_monthly,governance_action,distance_to_target_pp,rank_score,notes,params
main,main_v2_position_aware_risk_proxy,sidecar:outputs/position_aware_risk_replay/metrics.json#with_position_risk,False,True,,True,0.3647396186859777,0.3,0.0,-0.12728599717447886,-0.15,0.0,1.7725657299170439,,target_pass_review,0.0,1000.362005134132,Monthly proxy for position-level stops/decay. Target pass here is not production evidence until weekly/intramonth replay confirms it.,"{""data_mode"": ""monthly_position_proxy"", ""experiment_id"": ""position_aware_risk_replay"", ""hard_stop"": -0.08, ""risk_exit_count"": 208, ""risk_exit_rate"": 0.23292273236282196, ""trailing_stop"": -0.15}"
main,orchestrator_replay_main_proxy,sidecar:outputs/orchestrator_replay/concentrated_balanced/metrics.json#metrics.main_proxy,False,True,,False,0.3326299458507995,0.3,0.0,-0.15189570861580304,-0.15,0.1896,1.9264041332214779,,needs_drawdown_reduction,0.1896,0.13601845435018384,Orchestrator replay proxy for main returns; discovery-only until wired as a true portfolio path.,"{""data_mode"": ""historical_concentrated_monthly"", ""experiment_id"": ""E4_concentrated_balanced_replay"", ""valid_for_promotion"": true}"
main,main_rebalance_interval_fixed_interval_I1,latest_run_report:outputs/reports/rebalance_interval_comparison.csv,False,True,,False,0.2928342264286623,0.3,0.7166,-0.17204247926736105,-0.15,2.2042,1.7271057703347477,0.5198291101967191,blocked_both,2.9208,-2.645061685814725,Comparison artifact; requires champion/challenger gate before production.,"{""policy_mode"": ""fixed_interval"", ""rebalance_interval_months"": ""1""}"
main,main_latest_champion,latest_run:outputs/backtest_metrics.json,False,True,,False,0.2918710779126912,0.3,0.8129,-0.17462786046803547,-0.15,2.4628,1.7248976396719429,0.529198387898223,blocked_both,3.2757,-3.001697582968709,"Legacy target-weight champion artifact. Useful for research comparison, but not production-compatible after broker-ledger replay is available.",{}
main,main_rebalance_interval_adaptive_I1,latest_run_report:outputs/reports/rebalance_interval_comparison.csv,False,True,,False,0.2918710779126912,0.3,0.8129,-0.17462786046803547,-0.15,2.4628,1.7248976396719429,0.529198387898223,blocked_both,3.2757,-3.001697582968709,Comparison artifact; requires champion/challenger gate before production.,"{""policy_mode"": ""adaptive"", ""rebalance_interval_months"": ""1""}"
main,main_sleeve_cap_policy_sleeve_cap_policy_I1,latest_run_report:outputs/reports/sleeve_cap_policy_comparison.csv,False,True,,False,0.27344245407269896,0.3,2.6558,-0.16323306971443396,-0.15,1.3233,1.7018446894837962,0.5038766258525977,blocked_both,3.9791,-3.7205521372254555,Comparison artifact; requires champion/challenger gate before production.,"{""policy_mode"": ""sleeve_cap_policy"", ""rebalance_interval_months"": ""1""}"
main,main_rebalance_interval_fixed_interval_I3,latest_run_report:outputs/reports/rebalance_interval_comparison.csv,False,True,,False,0.21151366069092004,0.3,8.8486,-0.13792821915232922,-0.15,0.0,1.4989311735837285,0.21766261872701945,needs_alpha_boost,8.8486,-8.6485201124911,Comparison artifact; requires champion/challenger gate before production.,"{""policy_mode"": ""fixed_interval"", ""rebalance_interval_months"": ""3""}"
main,main_sleeve_cap_policy_sleeve_cap_policy_I1,latest_run_report:outputs/reports/sleeve_cap_policy_comparison.csv,False,True,,False,0.24458899474783968,0.3,5.5411,-0.18933253055319477,-0.15,3.9333,1.5227019966470923,0.5173230143427521,blocked_both,9.4744,-9.256110305020686,Comparison artifact; requires champion/challenger gate before production.,"{""policy_mode"": ""sleeve_cap_policy"", ""rebalance_interval_months"": ""1""}"
main,main_sleeve_cap_policy_sleeve_cap_policy_I1,latest_run_report:outputs/reports/sleeve_cap_policy_comparison.csv,False,True,,False,0.24603235732570528,0.3,5.3968,-0.19337948423753148,-0.15,4.3379,1.536944846999736,0.5145033370903693,blocked_both,9.7347,-9.51595528218818,Comparison artifact; requires champion/challenger gate before production.,"{""policy_mode"": ""sleeve_cap_policy"", ""rebalance_interval_months"": ""1""}"
main,main_rebalance_interval_fixed_interval_I6,latest_run_report:outputs/reports/rebalance_interval_comparison.csv,False,True,,False,0.18728115712424542,0.3,11.2719,-0.09398033738662237,-0.15,0.0,1.5102983432379484,0.11315692550551934,needs_alpha_boost,11.2719,-11.082591264802439,Comparison artifact; requires champion/challenger gate before production.,"{""policy_mode"": ""fixed_interval"", ""rebalance_interval_months"": ""6""}"
