policy_id,portfolio,precedence,candidate_id,policy_variant,evidence_type,source,production_ready,activation_stage,metrics_valid,invalid_reason,target_pass,cagr,cagr_target,cagr_gap_pp,max_dd,max_dd_target,max_dd_gap_pp,sharpe,avg_turnover_monthly,delta_cagr_pp,delta_max_dd_pp,delta_sharpe,fusion_score,priority_count,diagnostic_action,autolearning_status,macro_latest_risk_state,macro_latest_style_state,dependencies,conflict_scope,notes
position_hard_stop_distribution,main,100,,,diagnostic,outputs/historical_trade_journey/historical_decision_priorities.csv,False,shadow_watch,True,,False,0.1286319220673693,0.3,17.1368,-0.27072447057026816,-0.15,12.0724,0.6351022076912176,,0.0,0.0,0.0,-33.4294,142,tighten_entry_or_fast_exit,,,,Requires trade-level reason attribution before production activation.,Overrides long-hold and shakeout rules when hard exits trigger.,Historical journey found quick-loss patterns; entry gates or fast exits should be tightened.
position_hard_stop_distribution,concentrated,100,concentrated_broker_position_risk_replay,,production,sidecar:outputs/broker_position_risk_replay/concentrated/metrics.json,True,conditional_defense_only,True,,False,0.1219356235722513,0.5,37.8064,-0.3032613912993667,-0.18,12.3261,0.5936599106120676,,-4.696,3.4783,-0.1283,-59.8448,,,,,,"Requires account-ledger target pass, stress review, liquidity review, and human approval before production activation.",Overrides 50% conviction sizing when a position breaks.,Concentrated hard-stop evidence near the 50% CAGR / -18% MaxDD goal.
macro_crisis_cash_ladder,main,95,,fast_reentry,monthly_proxy,outputs/crisis_reentry_replay/metrics.json#best_by_cagr,False,candidate_for_combination,True,,False,0.2198682819638227,0.3,8.0132,-0.13016055146805627,-0.15,0.0,1.7000907792841369,0.5193722177136822,9.1236,14.0564,1.065,17.3679,,,,,,Requires macro_policy_engine risk states and production-compatible cash accounting.,Overrides idle cash redeploy and new risk-on adds in red/crisis regimes.,Crisis cash ladder plus staged bargain re-entry.
stale_leader_trim,main,90,,,diagnostic,outputs/historical_trade_journey/historical_decision_priorities.csv,False,shadow_watch,True,,False,0.1286319220673693,0.3,17.1368,-0.27072447057026816,-0.15,12.0724,0.6351022076912176,,0.0,0.0,0.0,-33.4294,6,review_trim_or_exit,,,,Requires relative-strength underperformance and no shakeout veto.,Can be delayed by shakeout_hold_veto; yields to hard exits.,Historical journey found stale leaders that should be reviewed for half-trim or exit.
shakeout_hold_veto,main,86,,,diagnostic,outputs/shakeout_breakdown_study/pattern_summary.json,False,shadow_watch,True,,False,0.1286319220673693,0.3,17.1368,-0.27072447057026816,-0.15,12.0724,0.6351022076912176,,0.0,0.0,0.0,-33.4294,1279,shakeout_veto_candidate,,,,"Needs shakeout/distribution classifier with volume, RS recovery, sector context, and fundamental deterioration flags.",Cannot override hard stops or confirmed distribution.,Protects valid shake-outs from soft stale trims; not yet hard-wired to production exits.
monster_early_staged_sizing,main,80,monster_lifecycle_review_main,,historical_replay,sidecar:outputs/monster_lifecycle_review_main/metrics.json,False,candidate_for_combination,True,,False,0.15019055686594673,0.3,14.9809,-0.2075197481016101,-0.15,5.752,0.998556782048409,0.23170814664675796,2.1559,6.3205,0.3635,-10.6002,,,,,,"Requires hard-stop/distribution, macro-crisis, liquidity, and minimum market-cap gates.",Conflicts with macro crisis defense and hard exits.,"Staged monster entry, long-hold winners, stale-leader exits for main."
monster_early_staged_sizing,concentrated,80,monster_lifecycle_review_concentrated,,historical_replay,sidecar:outputs/monster_lifecycle_review_concentrated/metrics.json,False,conditional_defense_only,True,,False,0.15307882855822075,0.5,34.6921,-0.20889220378535867,-0.18,2.8892,1.0555861873739898,0.2613168175291631,-1.5817,12.9152,0.3336,-31.8615,,,,,,Requires weekly/intramonth validation before production activation.,Conflicts with hard stops and macro crisis defense.,Concentrated staged monster sizing up to the 50% policy cap.
long_winner_hold_template,main,76,lifecycle_review_overlay_main,,historical_replay,sidecar:outputs/lifecycle_review_overlay_main/metrics.json,False,candidate_for_combination,True,,False,0.1500771060328001,0.3,14.9923,-0.19522565743422715,-0.15,4.5226,0.9682155515376666,0.35088686049447354,2.1445,7.5499,0.3331,-8.2502,,,,,,Requires stale-leader and hard-stop vetoes to avoid holding broken former leaders.,Conflicts with stale-leader trim and hard stops.,Monthly lifecycle overlay to reduce unnecessary churn in long winners.
idle_cash_redeploy,main,70,,cash0.00_cap0.18,monthly_proxy,outputs/main_cash_drag_replay/summary.json#best_by_cagr,False,candidate_for_combination,True,,False,0.2587290633530295,0.3,4.1271,-0.14080463132733834,-0.15,0.0,1.6617175292542905,0.5003269088624684,13.0097,12.992,1.0266,27.0356,,,,,,Blocked by macro crisis cash ladder; allowed in green/recovery regimes only.,Conflicts with crisis cash floors and confirmed monster stage funding.,Redeploy normal-market idle cash while respecting single-name caps.
style_macro_router,main,64,main_v2_historical_replay,,historical_replay,sidecar:outputs/main_v2_backtest/metrics.json,False,candidate_for_combination,True,,False,0.1462212033118837,0.3,15.3779,-0.2461081044373461,-0.15,9.6108,0.8172916852515839,0.5022775996767732,1.7589,2.4616,0.1822,-20.2453,,,,,,Requires style-regime monthly attribution and no regression versus production.,Determines opportunity style before monster/stale rules act.,Main v2 sleeve router for core/future/early style allocation.
