window_group,window,start_date,end_date,years,baseline_cagr,candidate_cagr,baseline_max_dd,candidate_max_dd,delta_cagr_pp,delta_max_dd_pp,candidate_contract_pass,delta_positive
fixed,full,2019-06-03,2026-07-06,7.091033538672143,0.34248490427249423,0.3545186545011727,-0.25361886246588794,-0.245944278491521,1.2033750228678475,0.7674583974366933,True,True
fixed,is_to_2024_06_30,2019-06-03,2024-06-28,5.070499657768652,0.2270810850646714,0.25485743010160555,-0.25361886246588794,-0.245944278491521,2.777634503693416,0.7674583974366933,False,True
fixed,oos_from_2024_07_01,2024-07-01,2026-07-06,2.0123203285420943,0.6942872519519632,0.6536946687387919,-0.2062231573728306,-0.2148053028345288,-4.059258321317127,-0.8582145461698221,True,False
fixed,oos2_from_2023_01_01,2023-01-03,2026-07-06,3.5044490075290895,0.4944445279859784,0.498621077215917,-0.2062231573728306,-0.2148053028345288,0.41765492299385976,-0.8582145461698221,True,True
calendar_year,2020,2020-01-02,2020-12-31,0.9965776865160849,0.65954484505714,0.6360760064715185,-0.2237489903527814,-0.2207296216826724,-2.346883858562143,0.30193686701089906,True,False
calendar_year,2021,2021-01-04,2021-12-31,0.9883641341546886,0.10720618305824647,0.1389440360096481,-0.18227273607786965,-0.17404470613448164,3.1737852951401635,0.8228029943388004,False,True
calendar_year,2022,2022-01-03,2022-12-30,0.9883641341546886,-0.10944217501603881,-0.09798546880388115,-0.1367265341295153,-0.1319373305020819,1.1456706212157663,0.47892036274334027,False,True
calendar_year,2023,2023-01-03,2023-12-29,0.9856262833675564,0.16421525240453838,0.17512161405764992,-0.14862279498140263,-0.1448662239958992,1.090636165311154,0.3756570985503416,False,True
calendar_year,2024,2024-01-02,2024-12-31,0.9965776865160849,0.4217792118693038,0.5094963510635016,-0.135736757868672,-0.1482410036530616,8.771713919419778,-1.2504245784389578,True,True
calendar_year,2025,2025-01-02,2025-12-31,0.9938398357289527,0.5099320999861916,0.47604846497914943,-0.2062231573728306,-0.21480530283452892,-3.3883635007042168,-0.8582145461698332,True,False
calendar_year,2026,2026-01-02,2026-07-06,0.5065023956194388,1.614819483052536,1.436859938181219,-0.14984070595643306,-0.1538160399328381,-17.795954487131695,-0.39753339764050377,True,False
rolling_12m,12m_to_2020-03-31,2019-06-03,2020-03-31,0.8268309377138946,0.160911322935124,0.20848801398182726,-0.2237489903527814,-0.2207296216826724,4.757669104670326,0.30193686701089906,False,True
rolling_12m,12m_to_2020-04-30,2019-06-03,2020-04-30,0.9089664613278576,0.20443462561223114,0.25003247206178836,-0.2237489903527814,-0.2207296216826724,4.559784644955722,0.30193686701089906,False,True
rolling_12m,12m_to_2020-05-29,2019-06-03,2020-05-29,0.9883641341546886,0.3152852173407865,0.35182541437731696,-0.2237489903527814,-0.2207296216826724,3.654019703653044,0.30193686701089906,True,True
rolling_12m,12m_to_2020-06-30,2019-07-01,2020-06-30,0.999315537303217,0.2999000077223324,0.3187407850618311,-0.2237489903527814,-0.2207296216826724,1.8840777339498738,0.30193686701089906,False,True
rolling_12m,12m_to_2020-07-31,2019-07-31,2020-07-31,1.002053388090349,0.4110030497346744,0.43330283828771754,-0.2237489903527814,-0.2207296216826724,2.2299788553043154,0.30193686701089906,True,True
rolling_12m,12m_to_2020-08-31,2019-09-03,2020-08-31,0.9938398357289527,0.5691276077354119,0.5633178417071449,-0.2237489903527814,-0.2207296216826724,-0.5809766028266994,0.30193686701089906,True,False
rolling_12m,12m_to_2020-09-30,2019-09-30,2020-09-30,1.002053388090349,0.6448721755715936,0.6213657921278612,-0.2237489903527814,-0.2207296216826724,-2.350638344373235,0.30193686701089906,True,False
rolling_12m,12m_to_2020-10-30,2019-10-30,2020-10-30,1.002053388090349,0.5146292136298825,0.5045194205084012,-0.2237489903527814,-0.2207296216826724,-1.0109793121481303,0.30193686701089906,True,False
rolling_12m,12m_to_2020-11-30,2019-12-02,2020-11-30,0.9965776865160849,0.6825265692429903,0.6690955613275891,-0.2237489903527814,-0.2207296216826724,-1.3431007915401194,0.30193686701089906,True,False
rolling_12m,12m_to_2020-12-31,2019-12-31,2020-12-31,1.002053388090349,0.677144590627127,0.6549783043629738,-0.2237489903527814,-0.2207296216826724,-2.216628626415318,0.30193686701089906,True,False
rolling_12m,12m_to_2021-01-29,2020-01-29,2021-01-29,1.002053388090349,0.6992385181712193,0.6645095817240212,-0.2237489903527814,-0.2207296216826724,-3.47289364471981,0.30193686701089906,True,False
rolling_12m,12m_to_2021-02-26,2020-02-26,2021-02-26,1.002053388090349,0.7741350323987266,0.7487483960444685,-0.14798322601998082,-0.14816290171463842,-2.5386636354258085,-0.017967569465759947,True,False
rolling_12m,12m_to_2021-03-31,2020-03-31,2021-03-31,0.999315537303217,0.8529806868432965,0.8343171589849443,-0.13472888825053964,-0.13154849309968775,-1.8663527858352236,0.3180395150851889,True,False
rolling_12m,12m_to_2021-04-30,2020-04-30,2021-04-30,0.999315537303217,0.8075857612257207,0.7759526361619142,-0.13472888825053964,-0.13154849309968775,-3.1633125063806444,0.3180395150851889,True,False
rolling_12m,12m_to_2021-05-28,2020-05-28,2021-05-28,0.999315537303217,0.699134490623994,0.6815777708183219,-0.13472888825053964,-0.13154849309968775,-1.7556719805672083,0.3180395150851889,True,False
rolling_12m,12m_to_2021-06-30,2020-06-30,2021-06-30,0.999315537303217,0.5562204167415308,0.5680468057161239,-0.13472888825053964,-0.13154849309968775,1.1826388974593094,0.3180395150851889,True,True
rolling_12m,12m_to_2021-07-30,2020-07-30,2021-07-30,0.999315537303217,0.4257182177482606,0.4237592452852317,-0.13472888825053964,-0.13154849309968775,-0.19589724630288963,0.3180395150851889,True,False
