as_of_date,portfolio_kind,row_type,ticker,current_weight,target_portfolio_weight,target_combined_weight,delta_portfolio_weight,preview_action,review_action,review_reason,review_quantity_delta,review_trade_value_delta_usd,review_order_count,review_order_status,cash_policy_flag,macro_recommended_cash_floor,macro_cash_raise_gate,macro_cash_raise_confirmation_count
2026-05-22,concentrated,equity,PR,0.4215790662344307,0.0,0.01425891636134628,-0.4215790662344307,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-14249.0,-291249.567609787,1,ready,,0.03,none,0.0
2026-05-22,concentrated,equity,ETR,0.3829891969730467,0.0,0.0,-0.3829891969730467,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-2354.0,-264589.60359191895,1,ready,,0.03,none,0.0
2026-05-22,concentrated,equity,PEG,0.1954218855632938,0.0,0.0,-0.1954218855632938,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-1698.0,-135007.98362731934,1,ready,,0.03,none,0.0
2026-05-22,concentrated,cash,CASH,9.851229228834212e-06,0.0,0.03273938013225138,,DEPLOY_CASH_REVIEW,DEPLOY_CASH_REVIEW,Combined cash is above target; review deploy candidates before acting.,0.0,0.0,0,,cash_above_target,0.03,none,0.0
2026-05-22,main,equity,MU,0.0883093123964718,0.0,0.0,-0.0883093123964718,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-45.0,-33795.0,1,ready,,0.03,none,0.0
2026-05-22,main,equity,LRCX,0.0622367044883052,0.059446175702505,0.021190951183597855,-0.002790528785800196,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-3.0,-916.0500183105468,1,ready,,0.03,none,0.0
2026-05-22,main,equity,AMAT,0.0553343360161037,0.0,0.0,-0.0553343360161037,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-49.0,-21175.84017944336,1,ready,,0.03,none,0.0
2026-05-22,main,equity,PR,0.0482840160633737,0.04,0.01425891636134628,-0.0082840160633737,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-155.0,-3168.2000827789307,1,ready,,0.03,none,0.0
2026-05-22,main,equity,ETR,0.046406354845445,0.0,0.0,-0.046406354845445,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-158.0,-17759.200241088867,1,ready,,0.03,none,0.0
2026-05-22,main,equity,FTI,0.0463757796891292,0.0,0.0,-0.0463757796891292,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-250.0,-17747.499465942383,1,ready,,0.03,none,0.0
