rebalance_date,ticker,weight,Name,sector,portfolio_sleeve_label,shadow_drawdown_state,shadow_drawdown_multiplier,shadow_drawdown,shadow_source_rebalance_date,shadow_drawdown_target_book
2019-05-31,FDS,0.33,FACTSET RESEARCH SYSTEMS INC,Financials,early_scout,normal,1.0,0.0,2019-05-31,True
2019-05-31,HEI,0.33,HEICO CORP,Industrials,future_winner,normal,1.0,0.0,2019-05-31,True
2019-06-03,FDS,0.33,FACTSET RESEARCH SYSTEMS INC,Financials,early_scout,normal,1.0,0.0,2019-05-31,True
2019-06-03,HEI,0.33,HEICO CORP,Industrials,future_winner,normal,1.0,0.0,2019-05-31,True
2019-06-28,HD,0.33,HOME DEPOT INC,Consumer Discretionary,core_compounder,normal,1.0,-0.009871794868685502,2019-06-28,True
2019-06-28,HEI,0.33,HEICO CORP,Industrials,future_winner,normal,1.0,-0.009871794868685502,2019-06-28,True
2019-07-31,CTAS,0.33,CINTAS CORP,Industrials,early_scout,normal,1.0,-0.010314118449480048,2019-07-31,True
2019-07-31,HD,0.33,HOME DEPOT INC,Consumer Discretionary,core_compounder,normal,1.0,-0.010314118449480048,2019-07-31,True
2019-08-30,HD,0.33,HOME DEPOT INC,Consumer Discretionary,core_compounder,normal,1.0,-0.0001032190468903682,2019-08-30,True
2019-08-30,RMD,0.33,RESMED INC,Health Care,future_winner,normal,1.0,-0.0001032190468903682,2019-08-30,True
2019-09-30,MLM,0.33,MARTIN MARIETTA MATERIALS INC,Materials,early_scout,normal,1.0,-0.01091423697190097,2019-09-30,True
2019-09-30,SHW,0.33,SHERWIN WILLIAMS,Materials,future_winner,normal,1.0,-0.01091423697190097,2019-09-30,True
2019-10-31,BKNG,0.33,BOOKING HOLDINGS INC,Consumer Discretionary,early_scout,normal,1.0,-0.014159738366940622,2019-10-31,True
2019-10-31,ORLY,0.33,OREILLY AUTOMOTIVE INC,Consumer Discretionary,early_scout,normal,1.0,-0.014159738366940622,2019-10-31,True
2019-11-29,AAPL,0.33,APPLE INC,Information Technology,core_compounder,normal,1.0,-0.028017474000461506,2019-11-29,True
2019-11-29,BABA,0.33,Alibaba Group,Internet,future_winner,normal,1.0,-0.028017474000461506,2019-11-29,True
2019-12-31,BABA,0.33,Alibaba Group,Internet,future_winner,normal,1.0,-0.0023435422838330444,2019-12-31,True
2019-12-31,TSLA,0.33,TESLA INC,Consumer Discretionary,early_scout,normal,1.0,-0.0023435422838330444,2019-12-31,True
2020-01-31,BABA,0.33,Alibaba Group,Internet,future_winner,normal,1.0,0.0,2020-01-31,True
2020-01-31,GOOG,0.33,ALPHABET INC CLASS C,Communication,future_winner,normal,1.0,0.0,2020-01-31,True
2020-02-25,BABA,0.18150000000000002,Alibaba Group,Internet,future_winner,caution,0.55,-0.056405258197572916,2020-01-31,True
2020-02-25,GOOG,0.18150000000000002,ALPHABET INC CLASS C,Communication,future_winner,caution,0.55,-0.056405258197572916,2020-01-31,True
2020-02-28,BABA,0.18150000000000002,Alibaba Group,Internet,future_winner,caution,0.55,-0.06343614174439627,2020-02-28,True
2020-02-28,NOW,0.18150000000000002,SERVICENOW INC,Information Technology,future_winner,caution,0.55,-0.06343614174439627,2020-02-28,True
2020-03-09,BABA,0.066,Alibaba Group,Internet,future_winner,crisis,0.2,-0.11720014712936677,2020-02-28,True
2020-03-09,NOW,0.066,SERVICENOW INC,Information Technology,future_winner,crisis,0.2,-0.11720014712936677,2020-02-28,True
2020-03-31,JD,0.066,JD.com,Internet,early_scout,crisis,0.2,-0.1269635953004058,2020-03-31,True
2020-03-31,VRTX,0.066,VERTEX PHARMACEUTICALS INC,Health Care,future_winner,crisis,0.2,-0.1269635953004058,2020-03-31,True
2020-04-30,AMZN,0.066,AMAZON.COM INC,Consumer Discretionary,future_winner,crisis,0.2,-0.105439553446809,2020-04-30,True
2020-04-30,ZTO,0.066,ZTO Express,Industrials,early_scout,crisis,0.2,-0.105439553446809,2020-04-30,True
2020-05-29,ABT,0.066,ABBOTT LABORATORIES,Health Care,future_winner,crisis,0.2,-0.05230894905334238,2020-05-29,True
2020-05-29,RGEN,0.066,Repligen,Health Care,early_scout,crisis,0.2,-0.05230894905334238,2020-05-29,True
2020-06-30,CDNS,0.066,CADENCE DESIGN SYSTEMS INC,Information Technology,future_winner,crisis,0.2,-0.0704335917166864,2020-06-30,True
2020-06-30,MELI,0.066,MercadoLibre,Internet,future_winner,crisis,0.2,-0.0704335917166864,2020-06-30,True
2020-07-27,CDNS,0.33,CADENCE DESIGN SYSTEMS INC,Information Technology,future_winner,normal,1.0,-0.016413214376033936,2020-06-30,True
2020-07-27,MELI,0.33,MercadoLibre,Internet,future_winner,normal,1.0,-0.016413214376033936,2020-06-30,True
2020-07-31,CTAS,0.33,CINTAS CORP,Industrials,early_scout,normal,1.0,0.0,2020-07-31,True
2020-07-31,MELI,0.33,MercadoLibre,Internet,future_winner,normal,1.0,0.0,2020-07-31,True
2020-08-31,GOOG,0.33,ALPHABET INC CLASS C,Communication,future_winner,normal,1.0,-0.0059525451554074404,2020-08-31,True
2020-08-31,HD,0.33,HOME DEPOT INC,Consumer Discretionary,core_compounder,normal,1.0,-0.0059525451554074404,2020-08-31,True
2020-09-08,GOOG,0.18150000000000002,ALPHABET INC CLASS C,Communication,future_winner,caution,0.55,-0.058786203370969514,2020-08-31,True
2020-09-08,HD,0.18150000000000002,HOME DEPOT INC,Consumer Discretionary,core_compounder,caution,0.55,-0.058786203370969514,2020-08-31,True
2020-09-30,ENTG,0.18150000000000002,ENTEGRIS INC,Information Technology,future_winner,caution,0.55,-0.061426706261591746,2020-09-30,True
2020-09-30,HD,0.18150000000000002,HOME DEPOT INC,Consumer Discretionary,core_compounder,caution,0.55,-0.061426706261591746,2020-09-30,True
2020-10-13,ENTG,0.33,ENTEGRIS INC,Information Technology,future_winner,normal,1.0,-0.01535641265518306,2020-09-30,True
2020-10-13,HD,0.33,HOME DEPOT INC,Consumer Discretionary,core_compounder,normal,1.0,-0.01535641265518306,2020-09-30,True
2020-10-26,ENTG,0.18150000000000002,ENTEGRIS INC,Information Technology,future_winner,caution,0.55,-0.05845981704564274,2020-09-30,True
2020-10-26,HD,0.18150000000000002,HOME DEPOT INC,Consumer Discretionary,core_compounder,caution,0.55,-0.05845981704564274,2020-09-30,True
2020-10-30,GOOG,0.18150000000000002,ALPHABET INC CLASS C,Communication,future_winner,caution,0.55,-0.07855996774604113,2020-10-30,True
