window_group,window,start_date,end_date,years,baseline_cagr,candidate_cagr,baseline_max_dd,candidate_max_dd,delta_cagr_pp,delta_max_dd_pp,candidate_contract_pass,delta_positive
fixed,full,2019-06-03,2026-07-06,7.091033538672143,0.4866155651099202,0.4781449539550957,-0.22955201825505345,-0.23389063906544072,-0.8470611154824503,-0.43386208103872725,False,False
fixed,is_to_2024_06_30,2019-06-03,2024-06-28,5.070499657768652,0.27568706287669764,0.2859523273206144,-0.20838527950384333,-0.2031171900750719,1.0265264443916733,0.5268089428771439,False,True
fixed,oos_from_2024_07_01,2024-07-01,2026-07-06,2.0123203285420943,1.196081916471996,1.108568366245704,-0.22955201825505345,-0.23389063906544072,-8.751355022629204,-0.43386208103872725,True,False
fixed,oos2_from_2023_01_01,2023-01-03,2026-07-06,3.5044490075290895,0.7442250994766006,0.7226892883004297,-0.22955201825505345,-0.23389063906544072,-2.1535811176170983,-0.43386208103872725,True,False
calendar_year,2020,2020-01-02,2020-12-31,0.9965776865160849,1.056808727062219,0.928366305101739,-0.20838527950384333,-0.20311719007507179,-12.844242196048006,0.526808942877155,True,False
calendar_year,2021,2021-01-04,2021-12-31,0.9883641341546886,0.15245219804970156,0.16824982564833246,-0.14619011292416617,-0.14155009118003414,1.5797627598630903,0.4640021744132028,False,True
calendar_year,2022,2022-01-03,2022-12-30,0.9883641341546886,-0.09036660182333256,-0.09274322681186475,-0.096092508795111,-0.09869343186720947,-0.23766249885321944,-0.2600923072098471,False,False
calendar_year,2023,2023-01-03,2023-12-29,0.9856262833675564,0.18925465744836267,0.17959542575049592,-0.11811920979879198,-0.11321904921449988,-0.9659231697866755,0.49001605842921014,False,False
calendar_year,2024,2024-01-02,2024-12-31,0.9965776865160849,0.5515771184129559,0.6200225223946285,-0.17732466320295648,-0.16517759375852348,6.844540398167265,1.2147069444433,True,True
calendar_year,2025,2025-01-02,2025-12-31,0.9938398357289527,1.2371628306723608,1.1780305336169468,-0.22955201825505345,-0.23389063906544083,-5.913229705541401,-0.43386208103873836,True,False
calendar_year,2026,2026-01-02,2026-07-06,0.5065023956194388,1.7449545578588834,1.4623109638134801,-0.15502096525416342,-0.14249551107004366,-28.26435940454033,1.2525454184119766,True,False
rolling_12m,12m_to_2020-03-31,2019-06-03,2020-03-31,0.8268309377138946,0.267847274771122,0.30863026461392273,-0.20838527950384333,-0.20311719007507179,4.078298984280071,0.526808942877155,False,True
rolling_12m,12m_to_2020-04-30,2019-06-03,2020-04-30,0.9089664613278576,0.24724165579454493,0.28281533373511336,-0.20838527950384333,-0.20311719007507179,3.5573677940568427,0.526808942877155,False,True
rolling_12m,12m_to_2020-05-29,2019-06-03,2020-05-29,0.9883641341546886,0.2880752342998747,0.3155530413975671,-0.20838527950384333,-0.20311719007507179,2.747780709769243,0.526808942877155,False,True
rolling_12m,12m_to_2020-06-30,2019-07-01,2020-06-30,0.999315537303217,0.34269833069547473,0.35850424314981866,-0.20838527950384333,-0.20311719007507179,1.5805912454343929,0.526808942877155,False,True
rolling_12m,12m_to_2020-07-31,2019-07-31,2020-07-31,1.002053388090349,0.4909085847638419,0.5195057318384315,-0.20838527950384333,-0.20311719007507179,2.85971470745896,0.526808942877155,True,True
rolling_12m,12m_to_2020-08-31,2019-09-03,2020-08-31,0.9938398357289527,0.614895543801889,0.5753178405736457,-0.20838527950384333,-0.20311719007507179,-3.957770322824339,0.526808942877155,True,False
rolling_12m,12m_to_2020-09-30,2019-09-30,2020-09-30,1.002053388090349,0.9668990403152808,0.8781027849197074,-0.20838527950384333,-0.20311719007507179,-8.879625539557345,0.526808942877155,True,False
rolling_12m,12m_to_2020-10-30,2019-10-30,2020-10-30,1.002053388090349,0.7932635226960056,0.7094301223182058,-0.20838527950384333,-0.20311719007507179,-8.383340037779984,0.526808942877155,True,False
rolling_12m,12m_to_2020-11-30,2019-12-02,2020-11-30,0.9965776865160849,0.9920736394858531,0.8842644153156938,-0.20838527950384333,-0.20311719007507179,-10.780922417015937,0.526808942877155,True,False
rolling_12m,12m_to_2020-12-31,2019-12-31,2020-12-31,1.002053388090349,1.0617877611533304,0.9414923810692564,-0.20838527950384333,-0.20311719007507179,-12.029538008407403,0.526808942877155,True,False
rolling_12m,12m_to_2021-01-29,2020-01-29,2021-01-29,1.002053388090349,0.9437590739911526,0.8622388951260798,-0.20838527950384333,-0.20311719007507179,-8.152017886507279,0.526808942877155,True,False
rolling_12m,12m_to_2021-02-26,2020-02-26,2021-02-26,1.002053388090349,0.8592729592658384,0.8412542687011282,-0.13153192827085247,-0.12854543346913105,-1.8018690564710171,0.29864948017214177,True,False
rolling_12m,12m_to_2021-03-31,2020-03-31,2021-03-31,0.999315537303217,0.9401746392838304,0.906303125863271,-0.13153192827085247,-0.12854543346913105,-3.3871513420559385,0.29864948017214177,True,False
rolling_12m,12m_to_2021-04-30,2020-04-30,2021-04-30,0.999315537303217,0.974225771545008,0.9301239460681825,-0.13153192827085247,-0.12854543346913105,-4.410182547682551,0.29864948017214177,True,False
rolling_12m,12m_to_2021-05-28,2020-05-28,2021-05-28,0.999315537303217,0.9237054643800682,0.8846372248117131,-0.13153192827085247,-0.12854543346913105,-3.9068239568355034,0.29864948017214177,True,False
rolling_12m,12m_to_2021-06-30,2020-06-30,2021-06-30,0.999315537303217,0.7441686973808097,0.7236349930743788,-0.13153192827085247,-0.12854543346913105,-2.0533704306430867,0.29864948017214177,True,False
rolling_12m,12m_to_2021-07-30,2020-07-30,2021-07-30,0.999315537303217,0.5220649633061949,0.4936161748799961,-0.14619011292416617,-0.14155009118003414,-2.84487884261988,0.4640021744132028,False,False
rolling_12m,12m_to_2021-08-31,2020-08-31,2021-08-31,0.999315537303217,0.48045327081593237,0.46425067921960106,-0.14619011292416617,-0.14155009118003414,-1.6202591596331306,0.4640021744132028,False,False
rolling_12m,12m_to_2021-09-30,2020-09-30,2021-09-30,0.999315537303217,0.22817174896274928,0.23051054587487285,-0.14619011292416617,-0.14155009118003414,0.23387969121235752,0.4640021744132028,False,True
rolling_12m,12m_to_2021-10-29,2020-10-29,2021-10-29,0.999315537303217,0.4104145368937617,0.39188485332830014,-0.14619011292416617,-0.14155009118003414,-1.8529683565461585,0.4640021744132028,False,False
rolling_12m,12m_to_2021-11-30,2020-11-30,2021-11-30,0.999315537303217,0.3627934808596496,0.38334517073340924,-0.14619011292416617,-0.14155009118003414,2.055168987375966,0.4640021744132028,False,True
rolling_12m,12m_to_2021-12-31,2020-12-31,2021-12-31,0.999315537303217,0.11841484096732158,0.13783760573144566,-0.14619011292416617,-0.14155009118003414,1.9422764764124079,0.4640021744132028,False,True
rolling_12m,12m_to_2022-01-31,2021-02-01,2022-01-31,0.9965776865160849,0.026662958419274796,0.032699127723627486,-0.1516200530146855,-0.14979490303395238,0.603616930435269,0.18251499807331317,False,True
rolling_12m,12m_to_2022-02-28,2021-03-01,2022-02-28,0.9965776865160849,0.018948794112584544,0.010311781038401913,-0.1516200530146855,-0.14979490303395238,-0.8637013074182631,0.18251499807331317,False,False
rolling_12m,12m_to_2022-03-31,2021-03-31,2022-03-31,0.999315537303217,0.055501907600885136,0.05410835160194427,-0.16233192741086688,-0.15980201165277286,-0.13935559989408652,0.25299157580940257,False,False
rolling_12m,12m_to_2022-04-29,2021-04-29,2022-04-29,0.999315537303217,0.01994677881581075,0.02584604234299004,-0.16233192741086688,-0.15980201165277286,0.5899263527179288,0.25299157580940257,False,True
rolling_12m,12m_to_2022-05-31,2021-06-01,2022-05-31,0.9965776865160849,-0.002984305552604316,0.0038376051654476218,-0.16233192741086688,-0.15980201165277286,0.6821910718051938,0.25299157580940257,False,True
rolling_12m,12m_to_2022-06-30,2021-06-30,2022-06-30,0.999315537303217,-0.01770331019705118,-0.00982071942098972,-0.1732644456182666,-0.16905666847324763,0.788259077606146,0.4207777145018965,False,True
rolling_12m,12m_to_2022-07-29,2021-07-29,2022-07-29,0.999315537303217,-0.018610111746168445,-0.006685851808230003,-0.17648870884785106,-0.17116506871753834,1.1924259937938442,0.5323640130312723,False,True
rolling_12m,12m_to_2022-08-31,2021-08-31,2022-08-31,0.999315537303217,-0.08236919858717684,-0.07109429243201848,-0.17648870884785106,-0.17116506871753834,1.127490615515836,0.5323640130312723,False,True
rolling_12m,12m_to_2022-09-30,2021-09-30,2022-09-30,0.999315537303217,-0.0668440144743001,-0.05239282745815965,-0.17858745553795452,-0.17497583061637767,1.4451187016140454,0.36116249215768503,False,True
rolling_12m,12m_to_2022-10-31,2021-11-01,2022-10-31,0.9965776865160849,-0.11641960566341081,-0.09853590662381972,-0.17858745553795452,-0.17497583061637767,1.7883699039591083,0.36116249215768503,False,True
rolling_12m,12m_to_2022-11-30,2021-11-30,2022-11-30,0.999315537303217,-0.10961461905544612,-0.11369118372704878,-0.13504596617348907,-0.1368106924190956,-0.4076564671602667,-0.17647262456065294,False,False
rolling_12m,12m_to_2022-12-30,2021-12-30,2022-12-30,0.999315537303217,-0.07879917860358321,-0.0823171190473524,-0.096092508795111,-0.09869343186720947,-0.3517940443769185,-0.2600923072098471,False,False
rolling_12m,12m_to_2023-01-31,2022-01-31,2023-01-31,0.999315537303217,-0.05166017607175033,-0.054428198327217014,-0.06914814661797519,-0.07297770217223798,-0.27680222554666845,-0.3829555554262787,False,False
rolling_12m,12m_to_2023-02-28,2022-02-28,2023-02-28,0.999315537303217,-0.05452616322342352,-0.06055738635403052,-0.06142195685665741,-0.06636480365535047,-0.6031223130607,-0.4942846798693057,False,False
rolling_12m,12m_to_2023-03-31,2022-03-31,2023-03-31,0.999315537303217,-0.0036793010905898926,-0.008250832170197842,-0.058182726004609386,-0.06711166756222331,-0.4571531079607949,-0.8928941557613923,False,False
rolling_12m,12m_to_2023-04-28,2022-04-28,2023-04-28,0.999315537303217,0.014571668041403196,0.004688007545624373,-0.05525310893874369,-0.06440671019786648,-0.9883660495778823,-0.915360125912279,False,False
rolling_12m,12m_to_2023-05-31,2022-05-31,2023-05-31,0.999315537303217,0.01492968828609298,0.014063206757442437,-0.05525310893874369,-0.06440671019786648,-0.08664815286505423,-0.915360125912279,False,False
rolling_12m,12m_to_2023-06-30,2022-06-30,2023-06-30,0.999315537303217,0.06300629081406894,0.059195637470416784,-0.05525310893874369,-0.06440671019786648,-0.38106533436521595,-0.915360125912279,False,False
rolling_12m,12m_to_2023-07-31,2022-08-01,2023-07-31,0.9965776865160849,0.1363647518851121,0.12511768309738858,-0.05525310893874369,-0.06440671019786648,-1.1247068787723524,-0.915360125912279,False,False
rolling_12m,12m_to_2023-08-31,2022-08-31,2023-08-31,0.999315537303217,0.11059124052283087,0.10462950614431121,-0.11811920979879198,-0.11321904921449988,-0.5961734378519656,0.49001605842921014,False,False
rolling_12m,12m_to_2023-09-29,2022-09-29,2023-09-29,0.999315537303217,0.0797324681095557,0.07766629537085779,-0.11811920979879198,-0.11321904921449988,-0.20661727386979134,0.49001605842921014,False,False
rolling_12m,12m_to_2023-10-31,2022-10-31,2023-10-31,0.999315537303217,0.05848084479017812,0.057599814254741366,-0.11811920979879198,-0.11321904921449988,-0.08810305354367554,0.49001605842921014,False,False
rolling_12m,12m_to_2023-11-30,2022-11-30,2023-11-30,0.999315537303217,0.07690444315642964,0.07395688578449766,-0.11811920979879198,-0.11321904921449988,-0.2947557371931975,0.49001605842921014,False,False
rolling_12m,12m_to_2023-12-29,2022-12-29,2023-12-29,0.999315537303217,0.17859839521832988,0.17017188121135618,-0.11811920979879198,-0.11321904921449988,-0.8426514006973695,0.49001605842921014,False,False
rolling_12m,12m_to_2024-01-31,2023-01-31,2024-01-31,0.999315537303217,0.18830715923861896,0.18838881517074224,-0.11811920979879198,-0.11321904921449988,0.008165593212328126,0.49001605842921014,False,True
rolling_12m,12m_to_2024-02-29,2023-02-28,2024-02-29,1.002053388090349,0.5184599265580239,0.5357936674000756,-0.13470398674318607,-0.13679392492960885,1.7333740842051748,-0.20899381864227795,True,True
rolling_12m,12m_to_2024-03-28,2023-03-28,2024-03-28,1.002053388090349,0.5430560637671757,0.5882079270613436,-0.13470398674318607,-0.13679392492960885,4.515186329416787,-0.20899381864227795,True,True
rolling_12m,12m_to_2024-04-30,2023-05-01,2024-04-30,0.999315537303217,0.36992094995339087,0.413749912722559,-0.17732466320295648,-0.16517759375852348,4.3828962769168145,1.2147069444433,False,True
rolling_12m,12m_to_2024-05-31,2023-05-31,2024-05-31,1.002053388090349,0.3278867558915377,0.3731904417415566,-0.17732466320295648,-0.16517759375852348,4.530368585001887,1.2147069444433,False,True
rolling_12m,12m_to_2024-06-28,2023-06-28,2024-06-28,1.002053388090349,0.3436139495021089,0.3914363241694412,-0.17732466320295648,-0.16517759375852348,4.78223746673323,1.2147069444433,False,True
rolling_12m,12m_to_2024-07-31,2023-07-31,2024-07-31,1.002053388090349,0.309748893940498,0.352612481017333,-0.17732466320295648,-0.16517759375852348,4.286358707683502,1.2147069444433,False,True
rolling_12m,12m_to_2024-08-30,2023-08-30,2024-08-30,1.002053388090349,0.3999261957496929,0.4536585017379471,-0.17732466320295648,-0.16517759375852348,5.373230598825418,1.2147069444433,False,True
rolling_12m,12m_to_2024-09-30,2023-10-02,2024-09-30,0.9965776865160849,0.4870674822840477,0.5413956900795949,-0.17732466320295648,-0.16517759375852348,5.4328207795547145,1.2147069444433,True,True
rolling_12m,12m_to_2024-10-31,2023-10-31,2024-10-31,1.002053388090349,0.5085545528830937,0.5630338981588485,-0.17732466320295648,-0.16517759375852348,5.447934527575482,1.2147069444433,True,True
rolling_12m,12m_to_2024-11-29,2023-11-29,2024-11-29,1.002053388090349,0.6584986878126193,0.7294924466192592,-0.17732466320295648,-0.16517759375852348,7.099375880663983,1.2147069444433,True,True
rolling_12m,12m_to_2024-12-31,2024-01-02,2024-12-31,0.9965776865160849,0.5515771184129559,0.6200225223946285,-0.17732466320295648,-0.16517759375852348,6.844540398167265,1.2147069444433,True,True
rolling_12m,12m_to_2025-01-31,2024-01-31,2025-01-31,1.002053388090349,0.5640569516551581,0.6268275031419384,-0.17732466320295648,-0.16517759375852348,6.2770551486780235,1.2147069444433,True,True
rolling_12m,12m_to_2025-02-28,2024-02-28,2025-02-28,1.002053388090349,0.23599635678543684,0.2685750825892872,-0.18994474092146907,-0.19856048619764055,3.257872580385035,-0.8615745276171483,False,True
rolling_12m,12m_to_2025-03-31,2024-04-01,2025-03-31,0.9965776865160849,0.12380647794527588,0.14061419825647792,-0.22127516354778365,-0.22505856765992127,1.6807720311202035,-0.3783404112137623,False,True
rolling_12m,12m_to_2025-04-30,2024-04-30,2025-04-30,0.999315537303217,0.21105305903269067,0.22675391238835485,-0.22955201825505345,-0.23389063906544083,1.570085335566418,-0.43386208103873836,False,True
rolling_12m,12m_to_2025-05-30,2024-05-30,2025-05-30,0.999315537303217,0.24974144979503166,0.25467948151395325,-0.22955201825505345,-0.23389063906544083,0.49380317189215983,-0.43386208103873836,False,True
rolling_12m,12m_to_2025-06-30,2024-07-01,2025-06-30,0.9965776865160849,0.2722884249418167,0.2734158974486367,-0.22955201825505345,-0.23389063906544083,0.11274725068199931,-0.43386208103873836,False,True
rolling_12m,12m_to_2025-07-31,2024-07-31,2025-07-31,0.999315537303217,0.26658821465365445,0.2611889638676952,-0.22955201825505345,-0.23389063906544083,-0.5399250785959264,-0.43386208103873836,False,False
rolling_12m,12m_to_2025-08-29,2024-08-29,2025-08-29,0.999315537303217,0.33751894524812154,0.3037525718639926,-0.22955201825505345,-0.23389063906544083,-3.376637338412891,-0.43386208103873836,False,False
rolling_12m,12m_to_2025-09-30,2024-09-30,2025-09-30,0.999315537303217,0.5370545580336736,0.5210598687403281,-0.22955201825505345,-0.23389063906544083,-1.5994689293345576,-0.43386208103873836,True,False
rolling_12m,12m_to_2025-10-31,2024-10-31,2025-10-31,0.999315537303217,0.8321694929936561,0.8086841550887827,-0.22955201825505345,-0.23389063906544083,-2.3485337904873393,-0.43386208103873836,True,False
rolling_12m,12m_to_2025-11-28,2024-11-29,2025-11-28,0.9965776865160849,0.9657043596018338,0.9146480753017898,-0.22955201825505345,-0.23389063906544083,-5.105628430004394,-0.43386208103873836,True,False
rolling_12m,12m_to_2025-12-31,2024-12-31,2025-12-31,0.999315537303217,1.2315346689482638,1.17368882721517,-0.22955201825505345,-0.23389063906544083,-5.784584173309382,-0.43386208103873836,True,False
rolling_12m,12m_to_2026-01-30,2025-01-30,2026-01-30,0.999315537303217,1.5787035032577594,1.527191694882636,-0.22955201825505345,-0.23389063906544083,-5.151180837512337,-0.43386208103873836,True,False
rolling_12m,12m_to_2026-02-27,2025-02-27,2026-02-27,0.999315537303217,2.2094046552413746,2.0563276691436303,-0.11444197542853096,-0.11029508042994218,-15.307698609774434,0.41468949985887793,True,False
rolling_12m,12m_to_2026-03-31,2025-03-31,2026-03-31,0.999315537303217,2.4029980103113595,2.184743310277698,-0.11444197542853096,-0.11029508042994218,-21.825470003366163,0.41468949985887793,True,False
rolling_12m,12m_to_2026-04-30,2025-04-30,2026-04-30,0.999315537303217,2.510172590673832,2.2888785380091465,-0.11444197542853096,-0.11029508042994218,-22.129405266468538,0.41468949985887793,True,False
rolling_12m,12m_to_2026-05-29,2025-05-29,2026-05-29,0.999315537303217,2.9475625835415564,2.602761856292888,-0.11444197542853096,-0.11029508042994218,-34.48007272486686,0.41468949985887793,True,False
rolling_12m,12m_to_2026-06-30,2025-06-30,2026-06-30,0.999315537303217,3.378632040654983,2.9889802783002195,-0.1289902335319012,-0.12767925731380425,-38.96517623547635,0.13109762180969486,True,False
rolling_12m,12m_to_2026-07-06,2025-07-07,2026-07-06,0.9965776865160849,2.798993990504237,2.499289139691046,-0.15502096525416342,-0.14249551107004366,-29.97048508131912,1.2525454184119766,True,False
rolling_24m,24m_to_2020-12-31,2019-06-03,2020-12-31,1.5797399041752225,0.7004057158568251,0.688980976692557,-0.20838527950384333,-0.20311719007507179,-1.1424739164268116,0.526808942877155,True,False
rolling_24m,24m_to_2021-01-29,2019-06-03,2021-01-29,1.6591375770020533,0.6784864740782273,0.6780739800023956,-0.20838527950384333,-0.20311719007507179,-0.041249407583165976,0.526808942877155,True,False
rolling_24m,24m_to_2021-02-26,2019-06-03,2021-02-26,1.7357973990417521,0.6596178295486217,0.674313552223827,-0.20838527950384333,-0.20311719007507179,1.4695722675205358,0.526808942877155,True,True
rolling_24m,24m_to_2021-03-31,2019-06-03,2021-03-31,1.8261464750171115,0.6002214416079887,0.6077557480222353,-0.20838527950384333,-0.20311719007507179,0.7534306414246572,0.526808942877155,True,True
rolling_24m,24m_to_2021-04-30,2019-06-03,2021-04-30,1.9082819986310746,0.586335995687669,0.5888201486943718,-0.20838527950384333,-0.20311719007507179,0.2484153006702794,0.526808942877155,True,True
rolling_24m,24m_to_2021-05-28,2019-06-03,2021-05-28,1.9849418206707734,0.5706278007477728,0.5717614165913321,-0.20838527950384333,-0.20311719007507179,0.11336158435593102,0.526808942877155,True,True
rolling_24m,24m_to_2021-06-30,2019-07-01,2021-06-30,1.998631074606434,0.5303242788456679,0.5302174524338208,-0.20838527950384333,-0.20311719007507179,-0.010682641184711628,0.526808942877155,True,False
rolling_24m,24m_to_2021-07-30,2019-07-30,2021-07-30,2.001368925393566,0.5085659411394305,0.5058831931689738,-0.20838527950384333,-0.20311719007507179,-0.2682747970456756,0.526808942877155,True,False
rolling_24m,24m_to_2021-08-31,2019-09-03,2021-08-31,1.9931553730321698,0.5460292844704149,0.5186167871981249,-0.20838527950384333,-0.20311719007507179,-2.7412497272290004,0.526808942877155,True,False
rolling_24m,24m_to_2021-09-30,2019-09-30,2021-09-30,2.001368925393566,0.5547496884256684,0.5206454018215712,-0.20838527950384333,-0.20311719007507179,-3.4104286604097256,0.526808942877155,True,False
rolling_24m,24m_to_2021-10-29,2019-10-29,2021-10-29,2.001368925393566,0.6016200608702871,0.5563502825938038,-0.20838527950384333,-0.20311719007507179,-4.526977827648326,0.526808942877155,True,False
rolling_24m,24m_to_2021-11-30,2019-12-02,2021-11-30,1.995893223819302,0.6472314851223782,0.6141509674487537,-0.20838527950384333,-0.20311719007507179,-3.308051767362441,0.526808942877155,True,False
rolling_24m,24m_to_2021-12-31,2019-12-31,2021-12-31,2.001368925393566,0.5191656653559815,0.4868484742125261,-0.20838527950384333,-0.20311719007507179,-3.2317191143455437,0.526808942877155,False,False
rolling_24m,24m_to_2022-01-31,2020-01-31,2022-01-31,2.001368925393566,0.43521822545763955,0.41387303354449867,-0.20838527950384333,-0.20311719007507179,-2.134519191314088,0.526808942877155,False,False
rolling_24m,24m_to_2022-02-28,2020-02-28,2022-02-28,2.001368925393566,0.43431286411784,0.41916836096960286,-0.1516200530146855,-0.14979490303395238,-1.514450314823712,0.18251499807331317,False,False
rolling_24m,24m_to_2022-03-31,2020-03-31,2022-03-31,1.998631074606434,0.43103390345684756,0.4175507206648257,-0.16233192741086688,-0.15980201165277286,-1.3483182792021875,0.25299157580940257,False,False
rolling_24m,24m_to_2022-04-29,2020-04-29,2022-04-29,1.998631074606434,0.42524181818506235,0.41355512439709985,-0.16233192741086688,-0.15980201165277286,-1.1686693787962499,0.25299157580940257,False,False
rolling_24m,24m_to_2022-05-31,2020-06-01,2022-05-31,1.995893223819302,0.38594186168910394,0.3768909859513043,-0.16233192741086688,-0.15980201165277286,-0.9050875737799613,0.25299157580940257,False,False
rolling_24m,24m_to_2022-06-30,2020-06-30,2022-06-30,1.998631074606434,0.30892747617852767,0.3064102178960466,-0.1732644456182666,-0.16905666847324763,-0.2517258282481061,0.4207777145018965,False,False
rolling_24m,24m_to_2022-07-29,2020-07-29,2022-07-29,1.998631074606434,0.21912825452822093,0.21678865078883058,-0.17648870884785106,-0.17116506871753834,-0.23396037393903502,0.5323640130312723,False,False
rolling_24m,24m_to_2022-08-31,2020-08-31,2022-08-31,1.998631074606434,0.1655511663385092,0.16625503781865025,-0.17648870884785106,-0.17116506871753834,0.07038714801410606,0.5323640130312723,False,True
rolling_24m,24m_to_2022-09-30,2020-09-30,2022-09-30,1.998631074606434,0.07054930703735307,0.07983360716334653,-0.17858745553795452,-0.17497583061637767,0.9284300125993461,0.36116249215768503,False,True
rolling_24m,24m_to_2022-10-31,2020-11-02,2022-10-31,1.9931553730321698,0.12340619938624942,0.12858130456246242,-0.17858745553795452,-0.17497583061637767,0.5175105176213002,0.36116249215768503,False,True
rolling_24m,24m_to_2022-11-30,2020-11-30,2022-11-30,1.998631074606434,0.10154954160218033,0.10728091321472322,-0.17858745553795452,-0.17497583061637767,0.573137161254289,0.36116249215768503,False,True
rolling_24m,24m_to_2022-12-30,2020-12-30,2022-12-30,1.998631074606434,0.00926654385740644,0.015542217137126224,-0.19276551194133484,-0.19453175322484262,0.6275673279719785,-0.17662412835077745,False,True
rolling_24m,24m_to_2023-01-31,2021-02-01,2023-01-31,1.995893223819302,-0.013329137979474548,-0.01188405684241356,-0.19276551194133484,-0.19453175322484262,0.14450811370609884,-0.17662412835077745,False,True
rolling_24m,24m_to_2023-02-28,2021-03-01,2023-02-28,1.995893223819302,-0.01852634906267392,-0.025815594219477322,-0.19276551194133484,-0.1951971026323509,-0.7289245156803403,-0.24315906910160612,False,False
rolling_24m,24m_to_2023-03-31,2021-03-31,2023-03-31,1.998631074606434,0.025484470034105255,0.02245346128988812,-0.19637544368146598,-0.20028440073433162,-0.3031008744217134,-0.3908957052865647,False,False
rolling_24m,24m_to_2023-04-28,2021-04-28,2023-04-28,1.998631074606434,0.016496121832230815,0.014396174113383564,-0.19637544368146598,-0.20028440073433162,-0.20999477188472504,-0.3908957052865647,False,False
rolling_24m,24m_to_2023-05-31,2021-06-01,2023-05-31,1.995893223819302,0.005945101447486056,0.008944464898120064,-0.19637544368146598,-0.20028440073433162,0.2999363450634007,-0.3908957052865647,False,True
rolling_24m,24m_to_2023-06-30,2021-06-30,2023-06-30,1.998631074606434,0.021854960699594805,0.02410623194221584,-0.19637544368146598,-0.20028440073433162,0.22512712426210335,-0.3908957052865647,False,True
rolling_24m,24m_to_2023-07-31,2021-08-02,2023-07-31,1.9931553730321698,0.05602627454067299,0.057172751139970224,-0.19637544368146598,-0.20028440073433162,0.11464765992972303,-0.3908957052865647,False,True
rolling_24m,24m_to_2023-08-31,2021-08-31,2023-08-31,1.998631074606434,0.009511134204584604,0.012964290093906206,-0.19637544368146598,-0.20028440073433162,0.3453155889321602,-0.3908957052865647,False,True
rolling_24m,24m_to_2023-09-29,2021-09-29,2023-09-29,1.998631074606434,0.006547032259430541,0.013027476085418987,-0.19637544368146598,-0.20028440073433162,0.6480443825988447,-0.3908957052865647,False,True
rolling_24m,24m_to_2023-10-31,2021-11-01,2023-10-31,1.995893223819302,-0.03279544188541972,-0.023476991972501637,-0.19637544368146598,-0.20028440073433162,0.9318449912918081,-0.3908957052865647,False,True
rolling_24m,24m_to_2023-11-30,2021-11-30,2023-11-30,1.998631074606434,-0.020786043369111162,-0.02436817591478535,-0.1537768611447422,-0.1632900222698812,-0.3582132545674188,-0.9513161125139002,False,False
rolling_24m,24m_to_2023-12-29,2021-12-29,2023-12-29,1.998631074606434,0.04242684660858931,0.038069004909645265,-0.11811920979879198,-0.11321904921449988,-0.43578416989440427,0.49001605842921014,False,False
rolling_24m,24m_to_2024-01-31,2022-01-31,2024-01-31,1.998631074606434,0.061564412631202714,0.06005044835082396,-0.11811920979879198,-0.11321904921449988,-0.15139642803787545,0.49001605842921014,False,False
