rebalance_date,ticker,leader_tier,leader_state,leader_state_reason,warning_streak,exit_streak,shakeout_guard_active,rs_qqq_1m,rs_qqq_3m,rs_qqq_6m,sector_leadership_score,price_structure_state
2019-05-31,A,EMERGING_LEADER,WARNING,relative_weakness_no_add,1,0,False,-0.14585943005126667,-0.15424078713622846,-0.06906355926903396,-0.14222455962879507,broken_price_structure
2019-05-31,AAPL,DUAL_LEADER,WARNING,relative_weakness_no_add,1,0,False,-0.1651897962175812,0.0044247297744512,0.012958639629808,0.05230587816891252,broken_price_structure
2019-05-31,ABT,EMERGING_LEADER,WARNING,relative_weakness_no_add,1,0,False,-0.0331471348988553,-0.0273373315171552,0.1016502397066985,0.27582745039200496,broken_price_structure
2019-05-31,ACM,SECTOR_LEADER,WARNING,relative_weakness_no_add,1,0,False,-0.05899700125713392,0.030361551885271343,-0.008084574369237041,0.017081899557155944,broken_price_structure
2019-05-31,ADBE,DUAL_LEADER,SHAKEOUT_GUARD,6m_excess_and_leadership_intact,0,0,True,-0.0439386339821814,0.0260974352335199,0.166415474258275,0.2095587464619525,broken_price_structure
2019-05-31,ADI,EMERGING_LEADER,WARNING,relative_weakness_no_add,1,0,False,-0.1529664486412264,-0.1040690077250264,0.095988041549951,-0.3960799233660516,broken_price_structure
2019-05-31,ADM,EMERGING_LEADER,WARNING,relative_weakness_no_add,1,0,False,-0.13335258588833576,-0.0905300136670324,-0.1530763186638293,0.014954168460851347,broken_price_structure
2019-05-31,ADP,DUAL_LEADER,WARNING,relative_weakness_no_add,1,0,False,-0.02597454874125371,0.05177777203448164,0.09801840514460536,-0.2486282637000573,broken_price_structure
2019-05-31,ADSK,EMERGING_LEADER,WARNING,relative_weakness_no_add,1,0,False,-0.09707649626844239,-0.012882589506734154,0.11356403918414792,0.12585150422081604,broken_price_structure
2019-05-31,AEE,DUAL_LEADER,WARNING,relative_weakness_no_add,1,0,False,0.0152270923638555,0.0407895072630819,0.0821560951435012,-0.14815161894567902,above_ma50_ma200
2019-05-31,AEM,DUAL_LEADER,HOLD,leader_intact,0,0,False,0.0677038081680143,0.0350963719897823,0.2589509931072877,0.43615487696721544,above_ma50_ma200
2019-05-31,AEP,DUAL_LEADER,HOLD,leader_intact,0,0,False,0.0219504285951697,0.0665196000577315,0.1433178311515714,0.42423247740424597,above_ma50_ma200
2019-05-31,AES,LAGGING,WARNING,relative_weakness_no_add,1,0,False,-0.0771029455809652,-0.07564058124235429,0.03691355387431594,0.40426559032227194,broken_price_structure
2019-05-31,AGCO,EMERGING_LEADER,WARNING,relative_weakness_no_add,1,0,False,-0.0478002625280085,-0.025403630877369,0.1471300700750148,0.10397534562878429,broken_price_structure
2019-05-31,AGNC,LAGGING,WARNING,relative_weakness_no_add,1,0,False,-0.06929111982671188,-0.042920290320102694,-0.016235898731044696,0.6452771701214012,broken_price_structure
2019-05-31,AGO,LAGGING,WARNING,relative_weakness_no_add,1,0,False,-0.13950852068739206,-0.013105550377208397,0.009620662910623246,-0.0005451818523549701,broken_price_structure
2019-05-31,AIZ,EMERGING_LEADER,WARNING,relative_weakness_no_add,1,0,False,0.0683321311347335,-0.0343565747412403,0.032664725959288,-0.1780315204863461,above_ma50_ma200
