rebalance_date,source_rebalance_date,state,multiplier,shadow_drawdown,stock_weight_sum
2025-03-31,2025-03-31,crisis,0.25,-0.11350066047967866,0.25
2025-04-30,2025-04-30,crisis,0.25,-0.15514350642437202,0.25
2025-05-30,2025-05-30,crisis,0.25,-0.14044315228109194,0.25
2025-06-30,2025-06-30,crisis,0.25,-0.1066008266358981,0.25
2025-07-31,2025-07-31,crisis,0.25,-0.10978182920352375,0.25
2025-08-29,2025-08-29,crisis,0.25,-0.11455501376980082,0.25
2025-09-30,2025-09-30,crisis,0.25,-0.0964948579937358,0.25
2025-10-31,2025-10-31,crisis,0.25,-0.08598066007564165,0.25
2025-11-24,2025-10-31,normal,1.0,0.0,1.0
2025-11-28,2025-11-28,normal,1.0,-0.010477699899092974,1.0
2025-12-17,2025-11-28,caution,0.5,-0.08021858244585112,0.5
2025-12-23,2025-11-28,normal,1.0,-0.025710270783937283,1.0
2025-12-31,2025-12-31,normal,1.0,-0.030705662019455793,1.0
2026-01-30,2026-01-30,normal,1.0,-0.0005611937786651477,1.0
2026-02-27,2026-02-27,normal,1.0,0.0,1.0
2026-03-31,2026-03-31,normal,1.0,-0.00710366150366315,1.0
2026-04-15,2026-03-31,caution,0.5,-0.08265008362352833,0.5
