rebalance_date,ticker,action,reason,stage,score,bad_months,distribution_risk,theme_event_risk,theme_structural_growth
2019-04-30,NOW,enter,monster_scout,scout,1.3956535924462927,0,0.367066203577333,0.35,1.0
2019-04-30,ALGN,enter,monster_scout,scout,1.375401684033875,0,0.5288132760354307,0.35,0.35
2019-04-30,CDNS,enter,monster_scout,scout,1.357444520980636,0,0.4060287679049246,0.35,0.35
2019-05-31,NOW,hold,hold,confirm,0.9178521913480652,0,0.5259785323702689,0.35,1.0
2019-05-31,ALGN,trim,distribution_trim,scout,0.4816052368171512,0,0.8690734369239675,0.35,0.35
2019-05-31,CDNS,hold,watch_stale,scout,0.31711596477786747,1,0.5259785323702689,0.35,0.35
2019-05-31,SBAC,enter,monster_scout,scout,0.9842147516176691,0,0.5259785323702689,0.35,0.35
2019-05-31,BR,enter,monster_scout,scout,0.9623301008325201,0,0.5259785323702689,0.35,0.35
2019-05-31,SHOP,enter,monster_scout,scout,0.9523305619248055,0,0.5259785323702689,0.35,0.35
2019-06-28,NOW,hold,hold,confirm,0.8037856397510111,0,0.0516149525445256,0.35,1.0
2019-06-28,ALGN,trim,distribution_trim,scout,0.12017617418099219,1,0.8208839661492223,0.35,0.35
2019-06-28,CDNS,hold,hold,confirm,0.821451959180686,0,0.1765363531881386,0.35,0.35
2019-06-28,SBAC,hold,hold,scout,0.6792323542066804,0,0.0516149525445256,0.35,0.35
2019-06-28,BR,hold,hold,confirm,0.865983660341512,0,0.1619180162910035,0.35,0.35
2019-06-28,SHOP,hold,hold,confirm,0.7810971575526732,0,0.3604320883543437,0.35,0.35
2019-06-28,ADBE,enter,monster_scout,scout,1.126132941166481,0,0.0516149525445256,0.15,1.0
2019-06-28,HEI,enter,monster_scout,scout,1.0865302896626403,0,0.5116169982881622,0.35,0.35
2019-07-31,NOW,hold,watch_stale,confirm,0.05314706246324985,1,0.2846848712565041,0.35,1.0
2019-07-31,ALGN,exit,failed_recovery_after_peak,scout,,,,,
2019-07-31,CDNS,hold,hold,confirm,0.5878963109263059,0,0.2846848712565041,0.35,0.35
2019-07-31,SBAC,hold,hold,confirm,0.8038035362275953,0,0.2846848712565041,0.35,0.35
2019-07-31,BR,hold,watch_stale,confirm,0.12588685368996222,1,0.2846848712565041,0.35,0.35
2019-07-31,SHOP,hold,hold,confirm,0.5234386485393813,0,0.3735467688077781,0.35,0.35
2019-07-31,ADBE,hold,hold,confirm,0.8995249342845013,0,0.2846848712565041,0.15,1.0
2019-07-31,HEI,hold,hold,confirm,0.9885343167100388,0,0.3540618998272937,0.35,0.35
2019-07-31,CTAS,enter,monster_scout,scout,1.0847055871503317,0,0.2846848712565041,0.35,0.35
2019-08-30,NOW,hold,watch_stale,confirm,0.1664029507255726,2,0.2296455592676155,0.35,1.0
2019-08-30,CDNS,hold,watch_stale,confirm,0.12398158239549739,1,0.2296455592676155,0.35,0.35
2019-08-30,SBAC,hold,hold,confirm,0.6534306143044732,0,0.2296455592676155,0.35,0.35
2019-08-30,BR,exit,stale_leader_review_exit,confirm,,,,,
2019-08-30,SHOP,hold,hold,confirm,0.7664491794315131,0,0.4271163188765939,0.35,0.35
2019-08-30,ADBE,hold,hold,confirm,0.4477401350555588,0,0.2296455592676155,0.15,1.0
2019-08-30,HEI,hold,hold,winner,0.9327859438034377,0,0.2296455592676155,0.35,0.35
2019-08-30,CTAS,hold,hold,confirm,1.0214671781719888,0,0.2296455592676155,0.35,0.35
2019-08-30,MU,enter,monster_scout,scout,1.3064745745378228,0,0.2296455592676155,0.15,1.0
2019-09-30,NOW,exit,stale_leader_review_exit,confirm,,,,,
2019-09-30,CDNS,exit,stale_leader_review_exit,confirm,,,,,
2019-09-30,SBAC,hold,watch_stale,confirm,-0.09623701424246023,1,0.1942480183164893,0.35,0.35
2019-09-30,SHOP,hold,watch_stale,confirm,-0.35777547320420083,1,0.1942480183164893,0.35,0.35
2019-09-30,ADBE,hold,watch_stale,confirm,-0.16900410731545512,1,0.1942480183164893,0.15,1.0
2019-09-30,HEI,hold,watch_stale,winner,-0.16494614151148376,1,0.1942480183164893,0.35,0.35
