priority,source,book,ticker,action,journey_tag,entry_date,exit_date,status,months_held,total_return,recent_3m_return,max_weight,reason
100,holding_history,lifecycle_review_overlay_main,NVDA,review_trim_or_exit,open_stale_watch,2025-06-30,2026-02-27,open,9,0.19887681947948854,-0.09778232561878275,0.313685763951527,historical_open_stale_watch
85,holding_history,concentrated_grid_presence,MSCI,study_premature_exit_or_fast_capture,short_big_win_review,2020-03-31,2020-04-30,closed,2,0.20102541563590748,0.20102541563590748,0.0594391912150047,historical_short_big_win_review
85,holding_history,production_main,MSCI,study_premature_exit_or_fast_capture,short_big_win_review,2020-03-31,2020-04-30,closed,2,0.20102541563590748,0.20102541563590748,0.0287076442544781,historical_short_big_win_review
85,holding_history,main_v2_research,SITE,study_premature_exit_or_fast_capture,short_big_win_review,2021-09-30,2021-10-29,closed,2,0.20390531717423754,0.20390531717423754,0.0560398524171204,historical_short_big_win_review
85,holding_history,concentrated_grid_presence,MELI,study_premature_exit_or_fast_capture,short_big_win_review,2025-02-28,2025-04-30,closed,3,0.20566129024002988,0.20566129024002988,0.25,historical_short_big_win_review
85,holding_history,main_v2_research,LAD,study_premature_exit_or_fast_capture,short_big_win_review,2019-09-30,2019-09-30,closed,1,0.20599118320179,0.20599118320179,0.0130770592457578,historical_short_big_win_review
85,holding_history,concentrated_grid_presence,AMD,study_premature_exit_or_fast_capture,short_big_win_review,2020-03-31,2020-04-30,closed,2,0.20665461758825843,0.20665461758825843,0.0633974204138178,historical_short_big_win_review
85,holding_history,production_main,AMD,study_premature_exit_or_fast_capture,short_big_win_review,2020-03-31,2020-04-30,closed,2,0.20665461758825843,0.20665461758825843,0.0790648476751276,historical_short_big_win_review
85,holding_history,concentrated_grid_presence,NRG,study_premature_exit_or_fast_capture,short_big_win_review,2024-08-30,2024-10-31,closed,3,0.20686203850383755,0.20686203850383755,0.1694374992351163,historical_short_big_win_review
85,holding_history,production_main,TECH,study_premature_exit_or_fast_capture,short_big_win_review,2020-11-30,2021-01-29,closed,3,0.2068984982195523,0.2068984982195523,0.0799999999999999,historical_short_big_win_review
85,holding_history,concentrated_grid_presence,SITE,study_premature_exit_or_fast_capture,short_big_win_review,2021-08-31,2021-10-29,closed,3,0.20891631762216,0.20891631762216,0.3591572954205482,historical_short_big_win_review
85,holding_history,main_v2_research,VRT,study_premature_exit_or_fast_capture,short_big_win_review,2023-12-29,2023-12-29,closed,1,0.21040435571298222,0.21040435571298222,0.0225480531690124,historical_short_big_win_review
85,holding_history,concentrated_grid_presence,TPR,study_premature_exit_or_fast_capture,short_big_win_review,2024-12-31,2025-02-28,closed,3,0.2156841765732802,0.2156841765732802,0.0833333333333333,historical_short_big_win_review
85,holding_history,concentrated_grid_presence,CBRE,study_premature_exit_or_fast_capture,short_big_win_review,2020-10-30,2020-10-30,closed,1,0.2164443248068062,0.2164443248068062,0.1617645064740134,historical_short_big_win_review
85,holding_history,production_main,APH,study_premature_exit_or_fast_capture,short_big_win_review,2024-02-29,2024-04-30,closed,3,0.21907614999614378,0.21907614999614378,0.0666747826222682,historical_short_big_win_review
85,holding_history,main_v2_research,AMD,study_premature_exit_or_fast_capture,short_big_win_review,2025-06-30,2025-07-31,closed,2,0.22116974592202254,0.22116974592202254,0.105790673650663,historical_short_big_win_review
85,holding_history,main_v2_research,TSCO,study_premature_exit_or_fast_capture,short_big_win_review,2020-04-30,2020-04-30,closed,1,0.22120502710634948,0.22120502710634948,0.100480756525992,historical_short_big_win_review
85,holding_history,concentrated_grid_presence,DAL,study_premature_exit_or_fast_capture,short_big_win_review,2024-02-29,2024-04-30,closed,3,0.22151642621908008,0.22151642621908008,0.2259548056816269,historical_short_big_win_review
85,holding_history,production_main,P,study_premature_exit_or_fast_capture,short_big_win_review,2024-04-30,2024-04-30,closed,1,0.22253122473227394,0.22253122473227394,0.034561083130528,historical_short_big_win_review
85,holding_history,concentrated_grid_presence,TSCO,study_premature_exit_or_fast_capture,short_big_win_review,2022-09-30,2022-10-31,closed,2,0.22589009717429764,0.22589009717429764,0.1993534413121234,historical_short_big_win_review
85,holding_history,concentrated_grid_presence,PANW,study_premature_exit_or_fast_capture,short_big_win_review,2020-11-30,2021-01-29,closed,3,0.22667108783574208,0.22667108783574208,0.3806608032610596,historical_short_big_win_review
85,holding_history,concentrated_grid_presence,TSCO,study_premature_exit_or_fast_capture,short_big_win_review,2020-04-30,2020-04-30,closed,1,0.22885709410602395,0.22885709410602395,0.3106359197685823,historical_short_big_win_review
85,holding_history,concentrated_grid_presence,VRTX,study_premature_exit_or_fast_capture,short_big_win_review,2020-03-31,2020-04-30,closed,2,0.22962269270959612,0.22962269270959612,0.1841722356732219,historical_short_big_win_review
85,holding_history,production_main,CBRE,study_premature_exit_or_fast_capture,short_big_win_review,2020-10-30,2020-11-30,closed,2,0.23116175050292487,0.23116175050292487,0.025062772901191,historical_short_big_win_review
