priority,source,book,ticker,action,journey_tag,entry_date,exit_date,status,months_held,total_return,recent_3m_return,max_weight,reason
110,current_vs_history,current_main,AMZN,current_position_stale_review,open_stale_watch,2020-03-31,2026-02-27,open_history,8.0,-0.10648381166524101,-0.06337805158165255,0.1125510372146551,current holding has stale historical pattern
100,holding_history,lifecycle_review_overlay_main,AMZN,review_trim_or_exit,open_stale_watch,2025-07-31,2026-02-27,open,8.0,-0.10648381166524101,-0.06337805158165255,0.0564072874402966,historical_open_stale_watch
100,holding_history,lifecycle_review_overlay_main,NVDA,review_trim_or_exit,open_stale_watch,2025-06-30,2026-02-27,open,9.0,0.19887681947948854,-0.09778232561878275,0.33,historical_open_stale_watch
100,holding_history,lifecycle_review_overlay_main,GOOGL,review_trim_or_exit,open_stale_watch,2025-08-29,2026-02-27,open,7.0,0.3799498967102344,-0.12299217393740747,0.2179981044044185,historical_open_stale_watch
100,holding_history,lifecycle_review_overlay_main,GOOG,review_trim_or_exit,open_stale_watch,2025-07-31,2026-02-27,open,8.0,0.5650914213521483,-0.06620390960336775,0.33,historical_open_stale_watch
100,holding_history,production_main,GOOG,review_trim_or_exit,open_stale_watch,2025-07-31,2026-02-27,open,8.0,0.5650914213521483,-0.06620390960336775,0.178125,historical_open_stale_watch
85,holding_history,production_main,LNG,study_premature_exit_or_fast_capture,short_big_win_review,2022-06-30,2022-07-29,closed,2.0,0.20177719889413437,0.20177719889413437,0.0536742859866616,historical_short_big_win_review
85,holding_history,production_main,RVMD,study_premature_exit_or_fast_capture,short_big_win_review,2025-12-31,2025-12-31,closed,1.0,0.20214217888245578,0.20214217888245578,0.0396394467174009,historical_short_big_win_review
85,holding_history,main_v2_research,LRCX,study_premature_exit_or_fast_capture,short_big_win_review,2019-08-30,2019-10-31,closed,3.0,0.20385695514345437,0.20385695514345437,0.15,historical_short_big_win_review
85,holding_history,production_main,NVDA,study_premature_exit_or_fast_capture,short_big_win_review,2023-10-31,2023-11-30,closed,2.0,0.20458646023065996,0.20458646023065996,0.0611466669671718,historical_short_big_win_review
85,holding_history,main_v2_research,LAD,study_premature_exit_or_fast_capture,short_big_win_review,2019-09-30,2019-09-30,closed,1.0,0.20599123663849062,0.20599123663849062,0.0068593975353315,historical_short_big_win_review
85,holding_history,production_main,CSGP,study_premature_exit_or_fast_capture,short_big_win_review,2020-06-30,2020-06-30,closed,1.0,0.2060132004315265,0.2060132004315265,0.0242664356840891,historical_short_big_win_review
85,holding_history,production_main,TECH,study_premature_exit_or_fast_capture,short_big_win_review,2020-11-30,2021-01-29,closed,3.0,0.20689893728724051,0.20689893728724051,0.0576,historical_short_big_win_review
85,holding_history,concentrated_grid_presence,BKNG,study_premature_exit_or_fast_capture,short_big_win_review,2024-08-30,2024-09-30,closed,2.0,0.20738270806218084,0.20738270806218084,1.0,historical_short_big_win_review
85,holding_history,production_main,FTNT,study_premature_exit_or_fast_capture,short_big_win_review,2023-04-28,2023-05-31,closed,2.0,0.2086678005441116,0.2086678005441116,0.0203649833326491,historical_short_big_win_review
85,holding_history,production_main,TPR,study_premature_exit_or_fast_capture,short_big_win_review,2025-01-31,2025-01-31,closed,1.0,0.2095132955984722,0.2095132955984722,0.0283065218235239,historical_short_big_win_review
85,holding_history,concentrated_grid_presence,CBRE,study_premature_exit_or_fast_capture,short_big_win_review,2020-10-30,2020-12-31,closed,3.0,0.21153851624143338,0.21153851624143338,0.210017176764241,historical_short_big_win_review
85,holding_history,production_main,CBRE,study_premature_exit_or_fast_capture,short_big_win_review,2020-10-30,2020-12-31,closed,3.0,0.21153851624143338,0.21153851624143338,0.0265697628694995,historical_short_big_win_review
85,holding_history,production_main,ANET,study_premature_exit_or_fast_capture,short_big_win_review,2025-08-29,2025-09-30,closed,2.0,0.21214406435311428,0.21214406435311428,0.0291432191806362,historical_short_big_win_review
85,holding_history,concentrated_grid_presence,ALSN,study_premature_exit_or_fast_capture,short_big_win_review,2024-07-31,2024-09-30,closed,3.0,0.21394538635513927,0.21394538635513927,0.1478151167561658,historical_short_big_win_review
85,holding_history,production_main,CPRT,study_premature_exit_or_fast_capture,short_big_win_review,2022-12-30,2023-02-28,closed,3.0,0.21673996753562763,0.21673996753562763,0.0650167091971657,historical_short_big_win_review
85,holding_history,concentrated_grid_presence,MKTX,study_premature_exit_or_fast_capture,short_big_win_review,2019-04-30,2019-06-28,closed,3.0,0.21717793149307485,0.21717793149307485,0.200707112192773,historical_short_big_win_review
85,holding_history,concentrated_grid_presence,MELI,study_premature_exit_or_fast_capture,short_big_win_review,2020-06-30,2020-07-31,closed,2.0,0.218274111675127,0.218274111675127,0.5106281139358497,historical_short_big_win_review
85,holding_history,monster_lifecycle_main,NEM,study_premature_exit_or_fast_capture,short_big_win_review,2025-08-29,2025-10-31,closed,3.0,0.21934059444175724,0.21934059444175724,0.0427807486631016,historical_short_big_win_review
85,holding_history,main_v2_research,RVMD,study_premature_exit_or_fast_capture,short_big_win_review,2025-12-31,2025-12-31,closed,1.0,0.22007719476221976,0.22007719476221976,0.1341735372435559,historical_short_big_win_review
85,holding_history,main_v2_research,TSCO,study_premature_exit_or_fast_capture,short_big_win_review,2020-04-30,2020-04-30,closed,1.0,0.22120546200694524,0.22120546200694524,0.1172167488123813,historical_short_big_win_review
85,holding_history,main_v2_research,FTI,study_premature_exit_or_fast_capture,short_big_win_review,2026-01-30,2026-01-30,closed,1.0,0.22554593379554877,0.22554593379554877,0.0212430162680919,historical_short_big_win_review
85,holding_history,concentrated_grid_presence,PANW,study_premature_exit_or_fast_capture,short_big_win_review,2020-11-30,2021-01-29,closed,3.0,0.22667108783574208,0.22667108783574208,0.1666666666666666,historical_short_big_win_review
85,holding_history,main_v2_research,CIEN,study_premature_exit_or_fast_capture,short_big_win_review,2025-11-28,2025-11-28,closed,1.0,0.22926626087970292,0.22926626087970292,0.0737141299735997,historical_short_big_win_review
85,holding_history,main_v2_research,THC,study_premature_exit_or_fast_capture,short_big_win_review,2025-04-30,2025-05-30,closed,2.0,0.23237477189302402,0.23237477189302402,0.1254777140400609,historical_short_big_win_review
85,holding_history,main_v2_research,COHR,study_premature_exit_or_fast_capture,short_big_win_review,2025-12-31,2025-12-31,closed,1.0,0.23409571546189323,0.23409571546189323,0.0382828416972319,historical_short_big_win_review
85,holding_history,production_main,ETR,study_premature_exit_or_fast_capture,short_big_win_review,2024-06-28,2024-08-30,closed,3.0,0.23955953137007358,0.23955953137007358,0.072,historical_short_big_win_review
85,holding_history,main_v2_research,DKS,study_premature_exit_or_fast_capture,short_big_win_review,2024-02-29,2024-02-29,closed,1.0,0.24154983531438146,0.24154983531438146,0.0602050688260969,historical_short_big_win_review
85,holding_history,production_main,MLI,study_premature_exit_or_fast_capture,short_big_win_review,2025-11-28,2025-12-31,closed,2.0,0.24259130633988102,0.24259130633988102,0.0329268199999335,historical_short_big_win_review
85,holding_history,main_v2_research,SBUX,study_premature_exit_or_fast_capture,short_big_win_review,2019-04-30,2019-06-28,closed,3.0,0.2433606651821143,0.2433606651821143,0.1159845794989362,historical_short_big_win_review
85,holding_history,concentrated_grid_presence,XPO,study_premature_exit_or_fast_capture,short_big_win_review,2020-10-30,2020-12-31,closed,3.0,0.24444447712531248,0.24444447712531248,0.1705886084228803,historical_short_big_win_review
85,holding_history,production_main,XPO,study_premature_exit_or_fast_capture,short_big_win_review,2020-10-30,2020-12-31,closed,3.0,0.24444447712531248,0.24444447712531248,0.0265697628694995,historical_short_big_win_review
85,holding_history,concentrated_grid_presence,LEA,study_premature_exit_or_fast_capture,short_big_win_review,2020-10-30,2020-12-31,closed,3.0,0.24474605314621578,0.24474605314621578,0.110015191155985,historical_short_big_win_review
85,holding_history,main_v2_research,PODD,study_premature_exit_or_fast_capture,short_big_win_review,2019-07-31,2019-07-31,closed,1.0,0.24743111472594448,0.24743111472594448,0.1115711956766006,historical_short_big_win_review
85,holding_history,production_main,LNG,study_premature_exit_or_fast_capture,short_big_win_review,2022-01-31,2022-02-28,closed,2.0,0.2476908417848247,0.2476908417848247,0.0478780551023504,historical_short_big_win_review
85,holding_history,production_main,ALGN,study_premature_exit_or_fast_capture,short_big_win_review,2020-10-30,2020-12-31,closed,3.0,0.24954868097463878,0.24954868097463878,0.0257079880304235,historical_short_big_win_review
85,holding_history,concentrated_grid_presence,MSGS,study_premature_exit_or_fast_capture,short_big_win_review,2025-12-31,2026-02-27,open,3.0,0.25303021940912207,0.25303021940912207,0.1139303533419506,historical_short_big_win_review
85,holding_history,main_v2_research,MLI,study_premature_exit_or_fast_capture,short_big_win_review,2025-07-31,2025-09-30,closed,3.0,0.25464992891641036,0.25464992891641036,0.0503543944116166,historical_short_big_win_review
85,holding_history,concentrated_grid_presence,SSD,study_premature_exit_or_fast_capture,short_big_win_review,2023-04-28,2023-06-30,closed,3.0,0.25570680344274366,0.25570680344274366,0.0647347047872248,historical_short_big_win_review
85,holding_history,main_v2_research,SSD,study_premature_exit_or_fast_capture,short_big_win_review,2023-10-31,2023-10-31,closed,1.0,0.2574564037707354,0.2574564037707354,0.0525410799620475,historical_short_big_win_review
85,holding_history,production_main,VST,study_premature_exit_or_fast_capture,short_big_win_review,2024-09-30,2024-11-29,closed,3.0,0.2599321298273678,0.2599321298273678,0.0599303663061716,historical_short_big_win_review
85,holding_history,production_main,ZTO,study_premature_exit_or_fast_capture,short_big_win_review,2020-04-30,2020-06-30,closed,3.0,0.27263443455855496,0.27263443455855496,0.0479829056863695,historical_short_big_win_review
85,holding_history,production_main,CCJ,study_premature_exit_or_fast_capture,short_big_win_review,2025-08-29,2025-10-31,closed,3.0,0.27694649144947525,0.27694649144947525,0.0499905874994405,historical_short_big_win_review
85,holding_history,main_v2_research,UEC,study_premature_exit_or_fast_capture,short_big_win_review,2025-08-29,2025-08-29,closed,1.0,0.2776177123615615,0.2776177123615615,0.0350669690678699,historical_short_big_win_review
85,holding_history,production_main,CCJ,study_premature_exit_or_fast_capture,short_big_win_review,2025-12-31,2026-01-30,closed,2.0,0.27784942298807125,0.27784942298807125,0.0280100110125524,historical_short_big_win_review
