book,ticker,name,sector,first_sleeve,last_sleeve,entry_date,exit_date,status,months_held,total_return,recent_3m_return,weighted_contribution,avg_weight,max_weight,entry_score,exit_score,entry_regime,exit_regime,journey_tag
concentrated_grid_presence,AMT,AMERICAN TOWER REIT CORP,Real Estate,future_winner,future_winner,2019-05-31,2019-07-31,closed,3,0.10885371526018273,0.10885371526018273,0.0099849148328321,0.08657218221186853,0.0883912938474375,3.852886789112009,3.852886789112009,,,normal
concentrated_grid_presence,DGX,QUEST DIAGNOSTICS INC,Health Care,early_scout,early_scout,2019-05-31,2019-07-31,closed,3,0.06498855726984432,0.06498855726984432,0.004196162651982306,0.06267823072138927,0.0635112241820398,0.7477280260256592,0.7477280260256592,,,normal
concentrated_grid_presence,ELS,EQUITY LIFESTYLE PROPERTIES REIT I,Real Estate,early_scout,early_scout,2019-05-31,2019-10-31,closed,6,0.22635368012848467,0.10275881099356265,0.0404767623815574,0.18680874251317556,0.2803318489705885,2.828482244030279,2.702419788728976,,,normal
concentrated_grid_presence,FDS,FACTSET RESEARCH SYSTEMS INC,Financials,early_scout,early_scout,2019-05-31,2019-07-31,closed,3,-0.026590013576553995,-0.026590013576553995,0.0052652285871275005,0.3070833730308418,0.5,2.19593528001689,2.19593528001689,,,normal
concentrated_grid_presence,GL,GLOBE LIFE INC,Financials,early_scout,early_scout,2019-05-31,2019-08-30,closed,4,0.12892842405449256,0.07077104708669557,0.012912123369314,0.086006349857323,0.1051528102313362,1.205669409396518,1.2921473256802452,,,normal
concentrated_grid_presence,ORLY,OREILLY AUTOMOTIVE INC,Consumer Discretionary,early_scout,early_scout,2019-05-31,2020-01-31,closed,9,0.010021221428567317,-0.1537444169141191,0.0892884273784379,0.44387574359330506,1.0,3.5980633786398046,2.272470033677746,,,normal
concentrated_grid_presence,PEG,PUBLIC SERVICE ENTERPRISE GROUP IN,Utilities,early_scout,early_scout,2019-05-31,2019-07-31,closed,3,0.03656459627382369,0.03656459627382369,0.0599060509331354,0.8333333333333334,1.0,2.80658202947352,2.80658202947352,,,normal
concentrated_grid_presence,SPGI,S&P GLOBAL INC,Financials,future_winner,future_winner,2019-05-31,2019-07-31,closed,3,0.21282053554587121,0.21282053554587121,0.011642851917202199,0.05932552696560717,0.0641516829819915,2.0636574778353625,2.0636574778353625,,,short_big_win_review
concentrated_grid_presence,TSCO,TRACTOR SUPPLY,Consumer Discretionary,early_scout,early_scout,2019-05-31,2019-08-30,closed,4,-0.07690677841550575,-0.1543278204416466,0.0026588987051785994,0.20345261536594236,0.3038630086122357,1.7421733807340476,1.4965515616071603,,,normal
concentrated_grid_presence,WRB,WR BERKLEY CORP,Financials,early_scout,early_scout,2019-05-31,2020-01-31,closed,9,0.11793858313623518,-0.003164769974148718,0.0396762273760778,0.1430039307361347,0.3001092103854796,2.120795359318212,2.175089460968245,,,normal
