rebalance_date,ticker,action,reason,stage,score,bad_months,distribution_risk,theme_event_risk,theme_structural_growth,period_forward_return,risk_adjusted_forward_return
2019-04-30,ALGN,enter,monster_scout,scout,1.379174579874733,0,0.550661671154226,0.35,0.35,,
2019-04-30,CDNS,enter,monster_scout,scout,1.3609303319627026,0,0.4075870137461478,0.35,0.35,,
2019-04-30,ADBE,enter,monster_scout,scout,1.301981673495658,0,0.151809073128744,0.15,1.0,,
2019-04-30,ALGN,exit,monthly_hard_stop_proxy,scout,1.379174579874733,,,,,-0.1456680915583611,-0.1
2019-05-31,CDNS,hold,watch_stale,scout,0.3193982846249879,1,0.5259785323702689,0.35,0.35,,
2019-05-31,ADBE,hold,hold,scout,0.5772913824481618,0,0.5259785323702689,0.15,1.0,,
2019-05-31,SBAC,enter,monster_scout,scout,0.9904555096447043,0,0.5259785323702689,0.35,0.35,,
2019-05-31,BR,enter,monster_scout,scout,0.9691007100338646,0,0.5259785323702689,0.35,0.35,,
2019-05-31,MKTX,enter,monster_scout,scout,0.9037642030585511,0,0.5259785323702689,0.35,0.35,,
2019-06-28,CDNS,hold,hold,confirm,0.8172650420678548,0,0.1786029725647888,0.35,0.35,,
2019-06-28,ADBE,hold,hold,confirm,1.1436430627339493,0,0.0516149525445256,0.15,1.0,,
2019-06-28,SBAC,hold,hold,scout,0.6820299891343341,0,0.0516149525445256,0.35,0.35,,
2019-06-28,BR,hold,hold,confirm,0.8647763732671372,0,0.1597246486476164,0.35,0.35,,
2019-06-28,MKTX,hold,hold,confirm,0.9042063910144859,0,0.289251927302959,0.35,0.35,,
2019-06-28,HEI,enter,monster_scout,scout,1.0833163488106181,0,0.513782130732816,0.35,0.35,,
2019-06-28,TT,enter,monster_scout,scout,1.0085868639161077,0,0.0516149525445256,0.35,0.35,,
2019-06-28,NOC,enter,monster_scout,scout,1.008456743875453,0,0.0516149525445256,0.78,0.1,,
2019-07-31,CDNS,hold,hold,confirm,0.5897519598359616,0,0.2846848712565041,0.35,0.35,,
2019-07-31,ADBE,hold,hold,winner,0.9027302367427278,0,0.2846848712565041,0.15,1.0,,
2019-07-31,SBAC,hold,hold,confirm,0.8065897022356845,0,0.2846848712565041,0.35,0.35,,
2019-07-31,BR,hold,watch_stale,confirm,0.12885201995392565,1,0.2846848712565041,0.35,0.35,,
2019-07-31,MKTX,hold,hold,confirm,0.5473257281074965,0,0.2846848712565041,0.35,0.35,,
2019-07-31,HEI,hold,hold,confirm,0.9895652658515247,0,0.3550642091598988,0.35,0.35,,
2019-07-31,TT,hold,watch_stale,scout,0.05219489535845401,1,0.2846848712565041,0.35,0.35,,
2019-07-31,NOC,hold,hold,confirm,0.8984888469960658,0,0.2846848712565041,0.78,0.1,,
2019-07-31,MU,enter,monster_scout,scout,1.0587360496058031,0,0.2846848712565041,0.15,1.0,,
2019-07-31,HUM,enter,monster_scout,scout,1.0544913303236034,0,0.2846848712565041,0.35,0.35,,
2019-07-31,RMD,enter,monster_scout,scout,1.0452631970517818,0,0.2846848712565041,0.35,0.35,,
2019-08-30,CDNS,hold,watch_stale,confirm,0.12463399028290623,1,0.2296455592676155,0.35,0.35,,
2019-08-30,ADBE,hold,hold,winner,0.45026720255520475,0,0.2296455592676155,0.15,1.0,,
2019-08-30,SBAC,hold,hold,confirm,0.6568853018843354,0,0.2296455592676155,0.35,0.35,,
2019-08-30,BR,exit,stale_leader_review_exit,confirm,,,,,,,
2019-08-30,MKTX,hold,hold,winner,0.658720601032975,0,0.4524944078641809,0.35,0.35,,
2019-08-30,HEI,hold,hold,winner,0.9354199007209286,0,0.2296455592676155,0.35,0.35,,
2019-08-30,TT,exit,stale_leader_review_exit,scout,,,,,,,
2019-08-30,NOC,hold,hold,confirm,0.77655991424167,0,0.2296455592676155,0.78,0.1,,
2019-08-30,MU,hold,hold,confirm,1.3085373495952743,0,0.2296455592676155,0.15,1.0,,
2019-08-30,HUM,exit,missing_from_candidate_book,scout,,,,,,,
2019-08-30,RMD,hold,hold,confirm,1.0741026821979347,0,0.2582555043481743,0.35,0.35,,
2019-08-30,KLAC,enter,monster_scout,scout,1.2031487752362506,0,0.2449876435513548,0.15,1.0,,
2019-08-30,TGT,enter,monster_scout,scout,1.1520122532401516,0,0.4430415973760421,0.35,0.35,,
2019-08-30,EW,enter,monster_scout,scout,1.1181941500359085,0,0.2296455592676155,0.35,0.35,,
2019-08-30,SBAC,exit,monthly_hard_stop_proxy,confirm,0.6568853018843354,,,,,-0.1018371960930853,-0.1
2019-08-30,MKTX,exit,monthly_hard_stop_proxy,winner,0.658720601032975,,,,,-0.1984509744293129,-0.1
2019-08-30,HEI,exit,monthly_hard_stop_proxy,winner,0.9354199007209286,,,,,-0.1647471253723728,-0.1
2019-09-30,CDNS,exit,stale_leader_review_exit,confirm,,,,,,,
2019-09-30,ADBE,hold,watch_stale,winner,-0.16720382882128476,1,0.1942480183164893,0.15,1.0,,
2019-09-30,NOC,hold,hold,winner,0.8864151164274198,0,0.1942480183164893,0.78,0.1,,
2019-09-30,MU,hold,watch_stale,confirm,0.33007055657428924,1,0.1942480183164893,0.15,1.0,,
2019-09-30,RMD,hold,hold,winner,0.8681312147578291,0,0.1942480183164893,0.35,0.35,,
2019-09-30,KLAC,hold,hold,confirm,0.9546151578597726,0,0.2829183361842012,0.15,1.0,,
2019-09-30,TGT,hold,hold,confirm,1.0386871963790199,0,0.1942480183164893,0.35,0.35,,
2019-09-30,EW,hold,hold,confirm,1.1139870594563495,0,0.1942480183164893,0.35,0.35,,
2019-09-30,SYY,enter,monster_scout,scout,1.1330677273464242,0,0.1942480183164893,0.35,0.35,,
2019-09-30,SHW,enter,monster_scout,scout,1.0915732227241806,0,0.1942480183164893,0.35,0.35,,
2019-09-30,LHX,enter,monster_scout,scout,1.0722603578103065,0,0.1942480183164893,0.78,0.1,,
2019-10-31,ADBE,hold,watch_stale,winner,0.1699230448429453,2,0.0045461999719623,0.15,1.0,,
2019-10-31,NOC,trim,event_theme_half_life_trim,winner,-0.2329957519390515,1,0.0045461999719623,0.78,0.1,,
2019-10-31,MU,hold,hold,confirm,0.7145626934191077,0,0.0142940620911338,0.15,1.0,,
2019-10-31,RMD,hold,hold,monster,1.0376204711775041,0,0.4734704141734125,0.35,0.35,,
2019-10-31,KLAC,hold,hold,confirm,0.7967691345355972,0,0.2129602282947872,0.15,1.0,,
2019-10-31,TGT,hold,hold,confirm,0.8054388990274064,0,0.0750805458036741,0.35,0.35,,
2019-10-31,EW,hold,hold,confirm,0.7315172637972339,0,0.1452538269389949,0.35,0.35,,
2019-10-31,SYY,hold,hold,confirm,1.250173095173249,0,0.0045461999719623,0.35,0.35,,
2019-10-31,SHW,hold,hold,scout,0.499491208490939,0,0.0238781335697324,0.35,0.35,,
2019-10-31,LHX,exit,stale_leader_review_exit,scout,,,,,,,
2019-10-31,AAPL,enter,monster_scout,scout,1.3453916783298787,0,0.235171452592438,0.35,0.35,,
2019-10-31,VST,enter,monster_scout,scout,1.1151821015674288,0,0.0045461999719623,0.15,1.0,,
2019-10-31,J,enter,monster_scout,scout,1.0522143869932143,0,0.2501180419582822,0.35,0.35,,
2019-11-29,ADBE,hold,hold,winner,0.6477485073985849,0,0.0887855024560437,0.15,1.0,,
2019-11-29,NOC,trim,event_theme_half_life_trim,winner,-0.5146342462464323,2,0.0887855024560437,0.78,0.1,,
2019-11-29,MU,hold,hold,confirm,0.759261205809692,0,0.0887855024560437,0.15,1.0,,
2019-11-29,RMD,hold,hold,monster,0.8709583586817651,0,0.3045773130461839,0.35,0.35,,
