trade_id,ticker,entry_date,exit_date,entry_score,entry_sleeve,entry_regime_state,entry_signal_breakdown,exit_reason,holding_days,n_periods,realized_return,engine_version,source_journal,benchmark_return_same_period,alpha_vs_benchmark
ac71d0ee-0246-42cc-9951-10c570474583,AAPL,2019-11-29,2020-01-31,3.4528077182693413,core_compounder,bull,"{""rs_acceleration_score"": 0.5656962988503695, ""h1_oversold_value_score"": 0.0, ""h6_dynamic_leader_score"": 1.0, ""stage2_overext_penalty"": 0.0, ""theme_phase_multiplier_primary"": 1.05, ""theme_phase_multiplier_max"": 1.05, ""explosion_entry_score"": 0.0, ""explosion_exit_score"": 0.0, ""explosion_net_score"": 0.0, ""portfolio_monster_early_score"": 0.0, ""entry_quality_score"": 0.046256971569012206, ""breakout_setup_quality_score"": 0.0, ""selection_confirmation_score"": 1.0, ""portfolio_risk_entry_block_score"": 0.0, ""portfolio_hold_policy_exit_risk"": 0.0, ""broken_momentum_penalty"": 0.0, ""relative_strength_composite"": 0.0}",scheduled_rebalance,63,3,0.05866724465877615,2026-05-07-style-regime-router,main,-0.007591839094117536,0.06625908375289369
0a361ed6-4ce9-4ad9-abb9-2b0ebb193187,AAPL,2020-12-31,2020-12-31,5.829131343980544,core_compounder,bull,"{""rs_acceleration_score"": -2.2196387043079264, ""h1_oversold_value_score"": 0.0, ""h6_dynamic_leader_score"": 0.8810208235922893, ""stage2_overext_penalty"": 0.0, ""theme_phase_multiplier_primary"": 0.95, ""theme_phase_multiplier_max"": 0.95, ""explosion_entry_score"": 0.0, ""explosion_exit_score"": 0.0, ""explosion_net_score"": 0.0, ""portfolio_monster_early_score"": 0.0, ""entry_quality_score"": 0.0, ""breakout_setup_quality_score"": 0.0, ""selection_confirmation_score"": 1.0, ""portfolio_risk_entry_block_score"": 0.0, ""portfolio_hold_policy_exit_risk"": 0.0, ""broken_momentum_penalty"": 0.0, ""relative_strength_composite"": 0.0}",single_period_hold,0,1,0.001722676407144741,2026-05-07-style-regime-router,main,0.019783011092645797,-0.018060334685501056
df8700eb-2651-4175-b52c-c98aab93f418,AAPL,2022-01-31,2022-03-31,4.965873194767584,core_compounder,neutral,"{""rs_acceleration_score"": 1.3274797090228945, ""h1_oversold_value_score"": 0.0, ""h6_dynamic_leader_score"": 1.0, ""stage2_overext_penalty"": 0.0, ""theme_phase_multiplier_primary"": 1.15, ""theme_phase_multiplier_max"": 1.15, ""explosion_entry_score"": 0.0, ""explosion_exit_score"": 0.0, ""explosion_net_score"": 0.0, ""portfolio_monster_early_score"": 0.0, ""entry_quality_score"": 0.47884747328189436, ""breakout_setup_quality_score"": 0.0, ""selection_confirmation_score"": 1.0, ""portfolio_risk_entry_block_score"": 0.0, ""portfolio_hold_policy_exit_risk"": 0.0, ""broken_momentum_penalty"": 0.0, ""relative_strength_composite"": 0.0}",scheduled_rebalance,59,3,-0.07872171351879087,2026-05-07-style-regime-router,main,-0.0860346549244041,0.007312941405613227
f26b626c-43dd-45d9-b39a-bac4baf16ed6,AAPL,2023-04-28,2023-07-31,4.717379526470992,core_compounder,neutral,"{""rs_acceleration_score"": 1.3558017749461009, ""h1_oversold_value_score"": 0.0, ""h6_dynamic_leader_score"": 1.0, ""stage2_overext_penalty"": 0.0, ""theme_phase_multiplier_primary"": 1.15, ""theme_phase_multiplier_max"": 1.15, ""explosion_entry_score"": 0.0, ""explosion_exit_score"": 0.0, ""explosion_net_score"": 0.0, ""portfolio_monster_early_score"": 0.0, ""entry_quality_score"": 0.6935726948019736, ""breakout_setup_quality_score"": 0.0, ""selection_confirmation_score"": 1.0, ""portfolio_risk_entry_block_score"": 0.0, ""portfolio_hold_policy_exit_risk"": 0.0, ""broken_momentum_penalty"": 0.0, ""relative_strength_composite"": 0.0}",scheduled_rebalance,94,4,0.12245008187055295,2026-05-07-style-regime-router,main,0.08347189331721006,0.038978188553342896
e811e88f-b46d-4805-a5ef-2bc984c79f0e,AAPL,2023-11-30,2023-11-30,4.418691246669004,core_compounder,neutral,"{""rs_acceleration_score"": -1.2281038042429568, ""h1_oversold_value_score"": 0.0, ""h6_dynamic_leader_score"": 0.0, ""stage2_overext_penalty"": 0.0, ""theme_phase_multiplier_primary"": 0.95, ""theme_phase_multiplier_max"": 0.95, ""explosion_entry_score"": 0.0, ""explosion_exit_score"": 0.0, ""explosion_net_score"": 0.0, ""portfolio_monster_early_score"": 0.0, ""entry_quality_score"": 0.8500067327110059, ""breakout_setup_quality_score"": 0.0, ""selection_confirmation_score"": 1.0, ""portfolio_risk_entry_block_score"": 0.0, ""portfolio_hold_policy_exit_risk"": 0.0, ""broken_momentum_penalty"": 0.0, ""relative_strength_composite"": 0.0}",single_period_hold,0,1,-0.016707814653285524,2026-05-07-style-regime-router,main,0.03225504556406067,-0.048962860217346194
98983286-e189-4916-821f-83800e2f2fcb,AAPL,2024-07-31,2025-01-31,5.819199470977312,core_compounder,neutral,"{""rs_acceleration_score"": 1.9463281438243636, ""h1_oversold_value_score"": 0.0, ""h6_dynamic_leader_score"": 1.0, ""stage2_overext_penalty"": 0.0, ""theme_phase_multiplier_primary"": 1.05, ""theme_phase_multiplier_max"": 1.05, ""explosion_entry_score"": 0.0, ""explosion_exit_score"": 0.0, ""explosion_net_score"": 0.0, ""portfolio_monster_early_score"": 0.0, ""entry_quality_score"": 0.4954684562112648, ""breakout_setup_quality_score"": 0.0, ""selection_confirmation_score"": 1.0, ""portfolio_risk_entry_block_score"": 0.0, ""portfolio_hold_policy_exit_risk"": 0.0, ""broken_momentum_penalty"": 0.0, ""relative_strength_composite"": 0.0}",scheduled_rebalance,184,7,0.08126153396543812,2026-05-07-style-regime-router,main,0.07399737087546887,0.007264163089969244
72c8cc72-3fef-4887-98d3-b6d8ee5501f7,ABT,2019-08-30,2019-08-30,3.166030098833441,core_compounder,neutral,"{""rs_acceleration_score"": -0.36585335962881005, ""h1_oversold_value_score"": 0.0, ""h6_dynamic_leader_score"": 0.8115246424009962, ""stage2_overext_penalty"": 0.0, ""theme_phase_multiplier_primary"": 0.95, ""theme_phase_multiplier_max"": 0.95, ""explosion_entry_score"": 0.0, ""explosion_exit_score"": 0.0, ""explosion_net_score"": 0.0, ""portfolio_monster_early_score"": 0.0, ""entry_quality_score"": 0.7753163393165321, ""breakout_setup_quality_score"": 0.0, ""selection_confirmation_score"": 1.0, ""portfolio_risk_entry_block_score"": 0.0, ""portfolio_hold_policy_exit_risk"": 0.0, ""broken_momentum_penalty"": 0.0, ""relative_strength_composite"": 0.0}",single_period_hold,0,1,-0.004737985897961039,2026-05-07-style-regime-router,main,0.011691962549935209,-0.016429948447896248
dac83c07-d0d0-412e-852f-3baa6517b530,ABT,2020-04-30,2020-05-29,5.17382299374611,core_compounder,bear,"{""rs_acceleration_score"": 0.5607467901155102, ""h1_oversold_value_score"": 0.0, ""h6_dynamic_leader_score"": 0.0, ""stage2_overext_penalty"": 0.0, ""theme_phase_multiplier_primary"": 0.8, ""theme_phase_multiplier_max"": 0.8, ""explosion_entry_score"": 0.0, ""explosion_exit_score"": 0.0, ""explosion_net_score"": 0.0, ""portfolio_monster_early_score"": 0.0, ""entry_quality_score"": 0.8104145369583236, ""breakout_setup_quality_score"": 0.0, ""selection_confirmation_score"": 1.0, ""portfolio_risk_entry_block_score"": 0.0, ""portfolio_hold_policy_exit_risk"": 0.0, ""broken_momentum_penalty"": 0.0, ""relative_strength_composite"": 0.0}",scheduled_rebalance,29,2,0.010769326281101499,2026-05-07-style-regime-router,main,0.10073444471528337,-0.08996511843418187
9f453fae-b0c7-40c2-8d77-68ca5178f9ca,ABT,2021-06-30,2021-08-31,4.69341980765556,core_compounder,bull,"{""rs_acceleration_score"": -0.2760660339588996, ""h1_oversold_value_score"": 0.0, ""h6_dynamic_leader_score"": 0.0, ""stage2_overext_penalty"": 0.0, ""theme_phase_multiplier_primary"": 1.05, ""theme_phase_multiplier_max"": 1.05, ""explosion_entry_score"": 0.0, ""explosion_exit_score"": 0.0, ""explosion_net_score"": 0.0, ""portfolio_monster_early_score"": 0.0, ""entry_quality_score"": 1.0, ""breakout_setup_quality_score"": 0.0, ""selection_confirmation_score"": 1.0, ""portfolio_risk_entry_block_score"": 0.0, ""portfolio_hold_policy_exit_risk"": 0.0, ""broken_momentum_penalty"": 0.0, ""relative_strength_composite"": 0.0}",scheduled_rebalance,62,3,0.026295371579365012,2026-05-07-style-regime-router,main,0.0085880822418829,0.017707289337482113
69bcf128-be18-4b25-9475-3ebd8431dde8,ACHC,2022-11-30,2022-11-30,1.060355747849896,core_compounder,neutral,"{""rs_acceleration_score"": -2.0535145388755573, ""h1_oversold_value_score"": 0.0, ""h6_dynamic_leader_score"": 0.0, ""stage2_overext_penalty"": 0.0, ""theme_phase_multiplier_primary"": 1.0, ""theme_phase_multiplier_max"": 1.0, ""explosion_entry_score"": 0.0, ""explosion_exit_score"": 0.0, ""explosion_net_score"": 0.0, ""portfolio_monster_early_score"": 0.0, ""entry_quality_score"": 0.40030301446684, ""breakout_setup_quality_score"": 0.0, ""selection_confirmation_score"": 0.24512499999999998, ""portfolio_risk_entry_block_score"": 0.0, ""portfolio_hold_policy_exit_risk"": 0.0, ""broken_momentum_penalty"": 0.0, ""relative_strength_composite"": 0.0}",single_period_hold,0,1,-0.06952227996216276,2026-05-07-style-regime-router,main,-0.06192215514513433,-0.007600124817028431
