as_of_date,snapshot_semantics,portfolio_kind,row_type,ticker,current_shares,current_price,current_value_usd,current_weight,cost_basis,unrealized_pnl_usd,realized_pnl_usd,first_entry_date,latest_entry_date,holding_days,open_lot_count,open_lot_quantity,avg_entry_price,entry_reasons,entry_sleeves,daily_review_action,daily_review_reason,monster_recommendation,monster_stage,monster_priority_score,monster_reason,risk_state,account_source,approval_status,target_weight,position_state,is_emerging_seat,cleanup_action,cleanup_reason,projected_weight_after_cleanup_review,operator_review_only
2026-06-22,current_broker_ledger_mark_to_market,concentrated,equity,SNDK,237.0,2288.22998046875,542310.5053710938,0.3879686694435681,1119.903968263779,276893.2648925781,6184.959904785156,2026-03-02,2026-05-01,112.0,2.0,237.0,1119.903968263779,target_rebalance,"future_winner,unassigned",EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit,0.2050539111865934,EXIT_REVIEW,False,TRIM_REVIEW,current weight materially above target,0.2050539111865934,True
2026-06-22,current_broker_ledger_mark_to_market,concentrated,equity,BE,970.0,346.114990234375,335731.5405273437,0.2401821793577515,290.5199890136719,53927.15118408203,0.0,2026-05-01,2026-05-01,52.0,1.0,970.0,290.5199890136719,target_rebalance,future_winner,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit,0.0,BUY_REVIEW,False,FULL_EXIT_REVIEW,no current production target weight,0.0,True
2026-06-22,current_broker_ledger_mark_to_market,concentrated,equity,WDC,380.0,759.655029296875,288668.9111328125,0.2065135973814207,393.8895203626656,138990.89339499958,112228.49255550854,2026-02-02,2026-05-01,140.0,2.0,380.0,404.2281889262952,target_rebalance,future_winner,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit,0.3362665554285238,EXIT_REVIEW,False,INCREASE_TO_MEANINGFUL_WEIGHT_REVIEW,target is meaningful and current is under target,0.3362665554285238,True
2026-06-22,current_broker_ledger_mark_to_market,concentrated,equity,CIEN,223.0,438.4700012207031,97778.8102722168,0.069950912890999,440.411924406126,-433.0488703493029,82109.77434825458,2026-03-02,2026-05-01,112.0,2.0,223.0,471.7846980757777,target_rebalance,future_winner,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit,0.0,BUY_REVIEW,False,FULL_EXIT_REVIEW,concentrated position below minimum meaningful weight,0.0,True
2026-06-22,current_broker_ledger_mark_to_market,concentrated,equity,LITE,67.0,841.1900024414062,56359.73016357422,0.0403197233046371,545.5004299270504,19811.20135846184,268356.85791125253,2026-02-02,2026-05-01,140.0,2.0,67.0,643.4540346060227,target_rebalance,"future_winner,unassigned",BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit,0.0,BUY_REVIEW,False,FULL_EXIT_REVIEW,concentrated position below minimum meaningful weight,0.0,True
2026-06-22,current_broker_ledger_mark_to_market,main,equity,SNDK,60.0,2288.22998046875,137293.798828125,0.1699482160027756,770.5253458658855,91062.27807617188,1582.1990454101565,2026-03-02,2026-05-01,112.0,2.0,60.0,770.5253458658855,target_rebalance,"future_winner,unassigned",EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit,0.0,EXIT_REVIEW,False,FULL_EXIT_REVIEW,no current production target weight,0.0,True
2026-06-22,current_broker_ledger_mark_to_market,main,equity,WDC,152.0,759.655029296875,115467.564453125,0.1429307569059278,336.6471991889388,64297.1901764063,30444.396853355967,2026-02-02,2026-05-01,140.0,2.0,152.0,368.7676799171849,target_rebalance,future_winner,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit,0.0,EXIT_REVIEW,False,FULL_EXIT_REVIEW,no current production target weight,0.0,True
2026-06-22,current_broker_ledger_mark_to_market,main,equity,MRVL,308.0,307.739990234375,94783.9169921875,0.1173276414235075,164.9499969482422,43979.317932128906,-1537.1959184646605,2026-05-01,2026-05-01,52.0,1.0,308.0,164.9499969482422,target_rebalance,future_winner,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit,0.0,EXIT_REVIEW,False,FULL_EXIT_REVIEW,no current production target weight,0.0,True
2026-06-22,current_broker_ledger_mark_to_market,main,equity,STM,1129.0,80.0999984741211,90432.89827728271,0.1119417618375078,55.75,27491.148277282715,229.23301129817915,2026-05-01,2026-05-01,52.0,1.0,1129.0,55.75,target_rebalance,early_scout,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit,0.0,EXIT_REVIEW,False,FULL_EXIT_REVIEW,no current production target weight,0.0,True
2026-06-22,current_broker_ledger_mark_to_market,main,equity,CIEN,103.0,438.4700012207031,45162.41012573242,0.0559039890859339,385.1401008860319,5492.979734471141,23225.24437357635,2026-03-02,2026-05-01,112.0,2.0,103.0,410.1369910379058,target_rebalance,future_winner,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit,0.0,BUY_REVIEW,False,FULL_EXIT_REVIEW,no current production target weight,0.0,True
