rebalance_date,source_rebalance_date,state,multiplier,shadow_drawdown,stock_weight_sum
2024-09-30,2024-09-30,crisis,0.2,-0.07195971798716305,0.132
2024-10-31,2024-10-31,crisis,0.2,-0.08429240808628213,0.132
2024-11-29,2024-11-29,crisis,0.2,-0.05615870947186308,0.132
2024-12-31,2024-12-31,crisis,0.2,-0.08493284358484166,0.132
2025-01-31,2025-01-31,crisis,0.2,-0.03846254597545262,0.132
2025-02-06,2025-01-31,normal,1.0,0.0,0.66
2025-02-28,2025-02-28,normal,1.0,-0.033255346558478616,0.66
2025-03-04,2025-02-28,caution,0.55,-0.05544252230157232,0.36300000000000004
2025-03-11,2025-02-28,crisis,0.2,-0.10174334149689723,0.132
2025-03-31,2025-03-31,crisis,0.2,-0.07794887965674235,0.132
2025-04-30,2025-04-30,crisis,0.2,-0.10659640399848147,0.132
2025-05-30,2025-05-30,crisis,0.2,-0.09635033582857677,0.132
2025-06-30,2025-06-30,crisis,0.2,-0.07289230665677693,0.132
2025-07-31,2025-07-31,crisis,0.2,-0.07490963174327003,0.132
2025-08-29,2025-08-29,crisis,0.2,-0.07818864854399177,0.132
2025-09-30,2025-09-30,crisis,0.2,-0.06576835715145224,0.132
2025-10-31,2025-10-31,crisis,0.2,-0.05853852815834859,0.132
2025-11-24,2025-10-31,normal,1.0,0.0,0.66
2025-11-28,2025-11-28,normal,1.0,-0.007213808379035402,0.66
2025-12-17,2025-11-28,caution,0.55,-0.0541287184941428,0.36300000000000004
2025-12-23,2025-11-28,normal,1.0,-0.017771764858742767,0.66
2025-12-31,2025-12-31,normal,1.0,-0.0211021813562835,0.66
2026-01-30,2026-01-30,normal,1.0,-0.00037961260522378915,0.66
2026-02-27,2026-02-27,normal,1.0,0.0,0.66
2026-03-31,2026-03-31,normal,1.0,-0.004834791209157863,0.66
2026-04-14,2026-03-31,caution,0.55,-0.05279987260096919,0.36300000000000004
