ticker,Name,sector,industry_group,source_universe,selected_main_current,selected_concentrated_current,current_main_weight,current_concentrated_weight,decision_bucket,selection_pressure_score,score,concentrated_score,portfolio_monster_early_score,portfolio_future_winner_engine_score,portfolio_early_scout_engine_score,relative_strength_composite,oneil_leadership_score,portfolio_candidate_minimum_pass,portfolio_candidate_gate_label,portfolio_risk_entry_block_score,portfolio_stale_mega_leader_score,portfolio_stale_leader_reason,portfolio_defensive_rotation_action,entry_quality_score,concentrated_entry_quality_gate_pass,selection_confirmation_score,trend_template_full,breakout_setup_quality_score,price_above_ma50,price_above_ma200,market_cap_live,dollar_vol_20d,sales_growth_yoy,eps_growth_yoy,revenues_ttm,months_held_main,first_held_main,last_held_main,months_held_concentrated,first_held_concentrated,last_held_concentrated
ETR,ENTERGY CORP,Utilities,Utilities,current_constituents_proxy,False,False,0.0,0.0,not_selected_low_priority,0.6622772277227723,3.988573628691928,,0.5787883654250165,0.6920135914746568,0.62866217391126,,0.3218989657975644,True,early_relaxed,0.0,0.0,,neutral,0.3554312075466368,,1.0,1.0,0.5759386407372578,1.0,1.0,,312422400.68943024,0.0898202161292085,0.0,12946686000.0,17,2022-05-31,2026-02-27,15,2022-05-31,2026-02-27
LNG,CHENIERE ENERGY INC,Energy,Oil Gas & Consumable Fuels,current_constituents_proxy,False,False,0.0,0.0,not_selected_low_priority,0.6605115511551155,4.365905553320464,,0.536560921061637,0.6144285725639308,0.4623198873125591,,0.7614639812744715,True,future_relaxed,0.121875,0.0,,neutral,0.1557289903101322,,1.0,0.0,0.192758851240874,1.0,1.0,,1166116213.660202,0.2627481510315297,0.2334067365595464,19464000000.0,8,2022-01-31,2023-04-28,0,,
VZ,VERIZON COMMUNICATIONS INC,Communication,Communication Equipment,current_constituents_proxy,False,False,0.0,0.0,not_selected_low_priority,0.6583828382838284,4.022390938481809,,0.5953591950545045,0.4884116118194159,0.3349570097343982,,1.12,True,future_relaxed,0.0,0.0,,promote_monster_early,0.467265519786477,,1.0,1.0,0.7359885940279746,1.0,1.0,,1346412168.8243866,0.0,,138191000000.0,1,2026-02-27,2026-02-27,0,,
CIEN,CIENA CORP,Information Technology,Communication Equipment,current_constituents_proxy+strategic_global_hardware,False,False,0.0,0.0,not_selected_low_priority,0.6465511551155115,2.9949671665954893,,0.5622971160959591,0.6656161388841544,0.5984812990993715,,0.7466666666666668,True,future_relaxed,0.3333333333333333,0.0,,neutral,0.0,,1.0,1.0,-0.4788318772256697,1.0,1.0,,1292330851.1099243,0.1879353566851933,,4769507000.0,0,,,4,2020-12-31,2021-03-31
ATO,ATMOS ENERGY CORP,Utilities,Utilities,current_constituents_proxy,False,False,0.0,0.0,not_selected_low_priority,0.6332013201320132,3.1401500157954683,,0.5205742643495188,0.4728238105567607,0.3444081407147568,,0.4828484486963466,True,future_relaxed,0.0,0.0,,neutral,0.7968480928513972,,1.0,1.0,0.6294966598873225,1.0,1.0,,210990708.34709167,0.1290621525516142,0.0,4702755000.0,8,2022-01-31,2026-02-27,4,2020-01-31,2022-03-31
DTM,DT MIDSTREAM INC,Energy,Oil Gas & Consumable Fuels,current_constituents_proxy,False,False,0.0,0.0,not_selected_low_priority,0.6287211221122112,2.5544553935384773,,0.5446030808747228,0.5491329695997129,0.4030590230213496,,0.2966742784186251,True,future_relaxed,0.1333333333333333,0.0,,neutral,0.494090853597634,,1.0,1.0,0.4710720377919563,1.0,1.0,,121042788.92585754,0.2670744138634047,,1243000000.0,8,2022-10-31,2026-02-27,7,2022-10-31,2024-07-31
CNQ,Canadian Natural Resources,Energy,Oil Gas & Consumable Fuels,adr_whitelist,False,False,0.0,0.0,not_selected_low_priority,0.6269884488448846,2.137951639919594,,0.5828323166296704,0.6223779636308,0.5776098898078659,,0.5340137011535254,True,adr_global_alpha_fallback,0.1083333333333333,0.0,,promote_monster_early,0.0,,1.0,1.0,0.5251016388442359,1.0,1.0,,636884564.5054245,,,44167000000.0,0,,,0,,
OKE,ONEOK INC,Energy,Oil Gas & Consumable Fuels,current_constituents_proxy,False,False,0.0,0.0,omitted_candidate_gate_block,0.6261386138613863,2.1672409846277003,,0.5510202604550845,0.6829106690586517,0.5015354521997493,,0.6032376994512046,False,rejected,0.0135416666666666,0.0,,neutral,0.3947555876828355,,1.0,0.0,0.393586343437848,1.0,1.0,,481146874.2302704,0.5498663471287677,0.0,33629000000.0,1,2022-03-31,2022-03-31,0,,
AMAT,APPLIED MATERIAL INC,Information Technology,Semiconductors,current_constituents_proxy+strategic_global_hardware,False,False,0.0,0.0,omitted_stale_leader,0.6249834983498349,4.990410477136207,,0.4041309594630169,0.5155645561315368,0.300688669805778,,0.6283922270240774,True,core_strict,0.2552083333333333,0.587265546467918,broad_relative_breakdown,rotate_out_stale_core,0.0,,1.0,0.0,0.0056718862615439,0.0,1.0,,2406077736.3990784,0.04386223138063,0.0,28368000000.0,13,2021-01-29,2026-02-27,11,2021-01-29,2026-02-27
ROST,ROSS STORES INC,Consumer Discretionary,Apparel & Luxury,current_constituents_proxy,False,False,0.0,0.0,not_selected_low_priority,0.6249257425742574,2.8244358421748084,,0.5244971027376917,0.4457855683159208,0.4173044465714672,,0.2147001307283505,True,future_relaxed,0.2416666666666667,0.0,,neutral,0.0,,1.0,1.0,0.5607142857142857,1.0,1.0,,630705522.5531769,0.0767344973801444,0.0466041761521411,22750559000.0,0,,,0,,
SLB,SLB NV,Energy,Oil Gas & Consumable Fuels,current_constituents_proxy,False,False,0.0,0.0,not_selected_low_priority,0.6232425742574258,2.1198241829738005,,0.5856604388286404,0.6541132338894309,0.4407901783869779,,0.2966742784186251,True,future_relaxed,0.1083333333333333,0.0,,promote_monster_early,0.0,,1.0,1.0,0.3316267182528099,1.0,1.0,,1061105627.6293564,0.1795592894521376,,33135000000.0,0,,,0,,
SU,Suncor Energy,Energy,Oil Gas & Consumable Fuels,adr_whitelist,False,False,0.0,0.0,not_selected_low_priority,0.6223019801980199,1.9441988435331783,,0.6079998553779002,0.6578320002584604,0.62866217391126,,0.5340137011535254,True,adr_global_alpha_fallback,0.1083333333333333,0.0,,promote_monster_early,0.0,,1.0,1.0,0.6140479301812701,1.0,1.0,,367127802.8251457,,,52377000000.0,0,,,0,,
TRGP,TARGA RESOURCES CORP,Energy,Oil Gas & Consumable Fuels,current_constituents_proxy,False,False,0.0,0.0,not_selected_low_priority,0.6214521452145214,1.8970666880515124,,0.6197086233140952,0.6920135914746568,0.5774828440233473,,0.8010205517302881,True,future_relaxed,0.1083333333333333,0.0,,promote_monster_early,0.0,,1.0,1.0,0.6168800703446101,1.0,1.0,,385902158.6063385,0.2045030133265426,0.0,17028300000.0,1,2024-06-28,2024-06-28,0,,
