priority,source,book,ticker,action,journey_tag,entry_date,exit_date,status,months_held,total_return,recent_3m_return,max_weight,reason
100,holding_history,lifecycle_review_overlay_main,CEG,review_trim_or_exit,open_stale_watch,2025-06-30,2026-02-27,open,9,-0.11538130819687786,-0.24497495737357777,0.0189788201296409,historical_open_stale_watch
100,holding_history,lifecycle_review_overlay_main,AMZN,review_trim_or_exit,open_stale_watch,2025-01-31,2026-02-27,open,14,-0.049861022263347765,-0.06337805158165255,0.33,historical_open_stale_watch
100,holding_history,lifecycle_review_overlay_main,NVDA,review_trim_or_exit,open_stale_watch,2025-06-30,2026-02-27,open,9,0.19887681947948854,-0.09778232561878275,0.33,historical_open_stale_watch
100,holding_history,production_main,APH,review_trim_or_exit,open_stale_watch,2025-07-31,2026-02-27,open,8,0.24049537620738715,-0.05061258990904649,0.0532998884587968,historical_open_stale_watch
100,holding_history,lifecycle_review_overlay_main,GOOGL,review_trim_or_exit,open_stale_watch,2025-07-31,2026-02-27,open,8,0.5730426139669842,-0.06313563900335728,0.2241809151653343,historical_open_stale_watch
100,holding_history,production_main,GOOGL,review_trim_or_exit,open_stale_watch,2025-07-31,2026-02-27,open,8,0.5730426139669842,-0.06313563900335728,0.1658880566527397,historical_open_stale_watch
85,holding_history,main_v2_research,LRCX,study_premature_exit_or_fast_capture,short_big_win_review,2019-08-30,2019-10-31,closed,3,0.20385695514345437,0.20385695514345437,0.15,historical_short_big_win_review
85,holding_history,main_v2_research,LAD,study_premature_exit_or_fast_capture,short_big_win_review,2019-09-30,2019-09-30,closed,1,0.20599123663849062,0.20599123663849062,0.0068971984212159,historical_short_big_win_review
85,holding_history,production_main,CSGP,study_premature_exit_or_fast_capture,short_big_win_review,2020-06-30,2020-06-30,closed,1,0.2060132004315265,0.2060132004315265,0.0231091658606342,historical_short_big_win_review
85,holding_history,production_main,TECH,study_premature_exit_or_fast_capture,short_big_win_review,2020-11-30,2021-01-29,closed,3,0.20689893728724051,0.20689893728724051,0.0576,historical_short_big_win_review
85,holding_history,concentrated_grid_presence,BKNG,study_premature_exit_or_fast_capture,short_big_win_review,2024-08-30,2024-09-30,closed,2,0.20738270806218084,0.20738270806218084,1.0,historical_short_big_win_review
85,holding_history,concentrated_grid_presence,CBRE,study_premature_exit_or_fast_capture,short_big_win_review,2020-10-30,2020-12-31,closed,3,0.21153851624143338,0.21153851624143338,0.342726783774796,historical_short_big_win_review
85,holding_history,production_main,CBRE,study_premature_exit_or_fast_capture,short_big_win_review,2020-10-30,2020-12-31,closed,3,0.21153851624143338,0.21153851624143338,0.0288,historical_short_big_win_review
85,holding_history,concentrated_grid_presence,ALSN,study_premature_exit_or_fast_capture,short_big_win_review,2024-07-31,2024-09-30,closed,3,0.21394538635513927,0.21394538635513927,0.25,historical_short_big_win_review
85,holding_history,production_main,CPRT,study_premature_exit_or_fast_capture,short_big_win_review,2022-12-30,2023-02-28,closed,3,0.21673996753562763,0.21673996753562763,0.0662973999463625,historical_short_big_win_review
85,holding_history,concentrated_grid_presence,MKTX,study_premature_exit_or_fast_capture,short_big_win_review,2019-04-30,2019-06-28,closed,3,0.21717793149307485,0.21717793149307485,0.2403711127522541,historical_short_big_win_review
85,holding_history,concentrated_grid_presence,MELI,study_premature_exit_or_fast_capture,short_big_win_review,2020-06-30,2020-07-31,closed,2,0.218274111675127,0.218274111675127,0.5106281139358497,historical_short_big_win_review
85,holding_history,monster_lifecycle_main,NEM,study_premature_exit_or_fast_capture,short_big_win_review,2025-08-29,2025-10-31,closed,3,0.21934059444175724,0.21934059444175724,0.0379146919431279,historical_short_big_win_review
85,holding_history,main_v2_research,RVMD,study_premature_exit_or_fast_capture,short_big_win_review,2025-12-31,2025-12-31,closed,1,0.22007719476221976,0.22007719476221976,0.1380482692414279,historical_short_big_win_review
85,holding_history,main_v2_research,TSCO,study_premature_exit_or_fast_capture,short_big_win_review,2020-04-30,2020-04-30,closed,1,0.22120546200694524,0.22120546200694524,0.1144277154307065,historical_short_big_win_review
85,holding_history,main_v2_research,FTI,study_premature_exit_or_fast_capture,short_big_win_review,2026-01-30,2026-01-30,closed,1,0.22554593379554877,0.22554593379554877,0.0212825417811673,historical_short_big_win_review
85,holding_history,concentrated_grid_presence,PANW,study_premature_exit_or_fast_capture,short_big_win_review,2020-11-30,2021-01-29,closed,3,0.22667108783574208,0.22667108783574208,0.1703606065690556,historical_short_big_win_review
85,holding_history,main_v2_research,CIEN,study_premature_exit_or_fast_capture,short_big_win_review,2025-11-28,2025-11-28,closed,1,0.22926626087970292,0.22926626087970292,0.0735500290249702,historical_short_big_win_review
85,holding_history,main_v2_research,ELF,study_premature_exit_or_fast_capture,short_big_win_review,2023-04-28,2023-05-31,closed,2,0.23015460968388513,0.23015460968388513,0.15,historical_short_big_win_review
85,holding_history,main_v2_research,THC,study_premature_exit_or_fast_capture,short_big_win_review,2025-04-30,2025-05-30,closed,2,0.23237477189302402,0.23237477189302402,0.127322719409725,historical_short_big_win_review
85,holding_history,production_main,WFRD,study_premature_exit_or_fast_capture,short_big_win_review,2023-06-30,2023-06-30,closed,1,0.23902604814353556,0.23902604814353556,0.04,historical_short_big_win_review
85,holding_history,main_v2_research,DKS,study_premature_exit_or_fast_capture,short_big_win_review,2024-02-29,2024-02-29,closed,1,0.24154983531438146,0.24154983531438146,0.0592553977468408,historical_short_big_win_review
85,holding_history,main_v2_research,SBUX,study_premature_exit_or_fast_capture,short_big_win_review,2019-04-30,2019-06-28,closed,3,0.2433606651821143,0.2433606651821143,0.1155311117196871,historical_short_big_win_review
85,holding_history,concentrated_grid_presence,XPO,study_premature_exit_or_fast_capture,short_big_win_review,2020-10-30,2020-12-31,closed,3,0.24444447712531248,0.24444447712531248,0.248922592399429,historical_short_big_win_review
85,holding_history,production_main,XPO,study_premature_exit_or_fast_capture,short_big_win_review,2020-10-30,2020-12-31,closed,3,0.24444447712531248,0.24444447712531248,0.0283693366761043,historical_short_big_win_review
85,holding_history,concentrated_grid_presence,LEA,study_premature_exit_or_fast_capture,short_big_win_review,2020-10-30,2020-12-31,closed,3,0.24474605314621578,0.24474605314621578,0.1116982846061887,historical_short_big_win_review
85,holding_history,production_main,LEA,study_premature_exit_or_fast_capture,short_big_win_review,2020-10-30,2020-12-31,closed,3,0.24474605314621578,0.24474605314621578,0.0258549317573051,historical_short_big_win_review
85,holding_history,production_main,ALGN,study_premature_exit_or_fast_capture,short_big_win_review,2020-10-30,2020-12-31,closed,3,0.24954868097463878,0.24954868097463878,0.0282413074869454,historical_short_big_win_review
85,holding_history,lifecycle_review_overlay_main,MU,study_premature_exit_or_fast_capture,short_big_win_review,2025-12-31,2026-02-27,open,3,0.25149052239025926,0.25149052239025926,0.0473627721600599,historical_short_big_win_review
85,holding_history,production_main,MU,study_premature_exit_or_fast_capture,short_big_win_review,2025-12-31,2026-02-27,open,3,0.25149052239025926,0.25149052239025926,0.0662514496703185,historical_short_big_win_review
85,holding_history,concentrated_grid_presence,MSGS,study_premature_exit_or_fast_capture,short_big_win_review,2025-12-31,2026-02-27,open,3,0.25303021940912207,0.25303021940912207,0.1552046282684982,historical_short_big_win_review
85,holding_history,main_v2_research,MLI,study_premature_exit_or_fast_capture,short_big_win_review,2025-07-31,2025-09-30,closed,3,0.25464992891641036,0.25464992891641036,0.0514708517848096,historical_short_big_win_review
85,holding_history,production_main,CNQ,study_premature_exit_or_fast_capture,short_big_win_review,2026-01-30,2026-01-30,closed,1,0.25533091429649524,0.25533091429649524,0.0316131544369346,historical_short_big_win_review
85,holding_history,concentrated_grid_presence,SSD,study_premature_exit_or_fast_capture,short_big_win_review,2023-04-28,2023-06-30,closed,3,0.25570680344274366,0.25570680344274366,0.062903151752422,historical_short_big_win_review
85,holding_history,main_v2_research,SSD,study_premature_exit_or_fast_capture,short_big_win_review,2023-10-31,2023-10-31,closed,1,0.2574564037707354,0.2574564037707354,0.0784536786799251,historical_short_big_win_review
85,holding_history,production_main,VST,study_premature_exit_or_fast_capture,short_big_win_review,2024-09-30,2024-11-29,closed,3,0.2599321298273678,0.2599321298273678,0.0484255444088155,historical_short_big_win_review
85,holding_history,production_main,RVMD,study_premature_exit_or_fast_capture,short_big_win_review,2025-12-31,2026-01-30,closed,2,0.2641673787846581,0.2641673787846581,0.0322297147871456,historical_short_big_win_review
85,holding_history,production_main,NOW,study_premature_exit_or_fast_capture,short_big_win_review,2023-04-28,2023-06-30,closed,3,0.2672087101932781,0.2672087101932781,0.0731688403738344,historical_short_big_win_review
85,holding_history,production_main,TPL,study_premature_exit_or_fast_capture,short_big_win_review,2024-10-31,2024-11-29,closed,2,0.269241924407142,0.269241924407142,0.0314971718176952,historical_short_big_win_review
85,holding_history,production_main,ZTO,study_premature_exit_or_fast_capture,short_big_win_review,2020-04-30,2020-06-30,closed,3,0.27263443455855496,0.27263443455855496,0.0582038518875607,historical_short_big_win_review
85,holding_history,production_main,CCJ,study_premature_exit_or_fast_capture,short_big_win_review,2025-08-29,2025-10-31,closed,3,0.27694649144947525,0.27694649144947525,0.0453663775683544,historical_short_big_win_review
85,holding_history,production_main,P,study_premature_exit_or_fast_capture,short_big_win_review,2024-04-30,2024-05-31,closed,2,0.2775680650200838,0.2775680650200838,0.0335816452019089,historical_short_big_win_review
85,holding_history,main_v2_research,UEC,study_premature_exit_or_fast_capture,short_big_win_review,2025-08-29,2025-08-29,closed,1,0.2776177123615615,0.2776177123615615,0.0369930566546781,historical_short_big_win_review
85,holding_history,production_main,CCJ,study_premature_exit_or_fast_capture,short_big_win_review,2025-12-31,2026-01-30,closed,2,0.27784942298807125,0.27784942298807125,0.0336220515292597,historical_short_big_win_review
